"","x"
"1",72190
"2",72522
"3",86805
"4",107085
"5",119288
"6",143518
"7",149266
"8",150692
"9",154589
"10",158204
"11",177702
"12",178369
"13",202720
"14",207870
"15",240515
"16",264795
"17",300847
"18",301250
"19",307157
"20",324907
"21",325540
"22",351851
"23",390856
"24",429649
"25",455568
"26",463428
"27",470284
"28",480989
"29",517213
"30",533986
"31",544410
"32",609840
"33",629939
"34",640405
"35",665079
"36",666299
"37",673400
"38",677672
"39",683020
"40",698918
"41",717438
"42",717615
"43",740942
"44",750353
"45",752690
"46",767860
"47",775374
"48",781570
"49",783803
"50",789366
"51",790140
"52",791251
"53",792126
"54",805313
"55",805710
"56",814124
"57",856415
"58",867206
"59",888351
"60",893732
