"","x"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",17
"12",18
"13",21
"14",30
"15",33
"16",37
"17",38
"18",39
"19",40
"20",41
"21",43
"22",44
"23",46
"24",47
"25",48
"26",50
"27",54
"28",55
"29",56
"30",57
"31",59
"32",60
"33",61
"34",63
"35",64
"36",66
"37",68
"38",69
"39",70
"40",71
"41",72
"42",73
"43",76
"44",78
"45",79
"46",82
"47",84
"48",85
"49",86
"50",87
"51",90
"52",91
"53",95
"54",97
"55",98
"56",100
"57",101
"58",102
"59",103
"60",105
"61",106
"62",109
"63",113
"64",115
"65",116
"66",118
"67",120
"68",122
"69",123
"70",126
"71",131
"72",132
"73",133
"74",135
"75",136
"76",137
"77",138
"78",139
"79",140
"80",141
"81",143
"82",144
"83",146
"84",148
"85",151
"86",155
"87",157
"88",159
"89",160
"90",161
"91",162
"92",163
"93",165
"94",167
"95",168
"96",171
"97",172
"98",173
"99",175
"100",179
"101",181
"102",182
"103",184
"104",190
"105",192
"106",194
"107",199
"108",200
"109",201
"110",202
"111",203
"112",205
"113",206
"114",207
"115",210
"116",211
"117",214
"118",215
"119",216
"120",217
"121",218
"122",219
"123",220
"124",221
"125",222
"126",223
"127",225
"128",227
"129",228
"130",231
"131",235
"132",237
"133",241
"134",243
"135",244
"136",245
"137",246
"138",247
"139",248
"140",249
"141",250
"142",253
"143",254
"144",256
"145",257
"146",258
"147",259
"148",264
"149",267
"150",268
"151",269
"152",270
"153",273
"154",275
"155",278
"156",279
"157",280
"158",284
"159",287
"160",289
"161",294
"162",296
"163",300
"164",304
"165",305
"166",306
"167",308
"168",309
"169",313
"170",315
"171",318
"172",320
"173",321
"174",322
"175",323
"176",325
"177",327
"178",328
"179",329
"180",330
"181",331
"182",332
"183",333
"184",334
"185",335
"186",337
"187",340
"188",343
"189",344
"190",345
"191",346
"192",350
"193",351
"194",352
"195",355
"196",357
"197",359
"198",360
"199",363
"200",366
"201",367
"202",369
"203",370
"204",371
"205",373
"206",374
"207",375
"208",376
"209",377
"210",378
"211",379
"212",380
"213",381
"214",383
"215",384
"216",385
"217",386
"218",387
"219",389
"220",391
"221",394
"222",396
"223",397
"224",399
"225",400
"226",401
"227",402
"228",403
"229",404
