"","x"
"1",3
"2",9
"3",12
"4",17
"5",19
"6",20
"7",22
"8",24
"9",25
"10",30
"11",31
"12",35
"13",39
"14",41
"15",43
"16",46
"17",50
"18",52
"19",55
"20",63
"21",64
"22",66
"23",68
"24",69
"25",74
"26",78
"27",79
"28",85
"29",89
"30",90
"31",95
"32",97
"33",103
"34",105
"35",111
"36",112
"37",113
"38",118
"39",119
"40",120
"41",122
"42",123
"43",130
"44",132
"45",133
"46",138
"47",143
"48",148
"49",151
"50",157
"51",159
"52",161
"53",163
"54",165
"55",166
"56",167
"57",168
"58",171
"59",172
"60",173
"61",174
"62",178
"63",186
"64",192
"65",195
"66",196
"67",200
"68",202
"69",203
"70",204
"71",206
"72",207
"73",208
"74",209
"75",218
"76",220
"77",223
"78",227
"79",229
"80",230
"81",231
"82",232
"83",235
"84",239
"85",245
"86",246
"87",248
"88",250
"89",255
"90",257
"91",259
"92",260
"93",262
"94",266
"95",267
"96",270
"97",271
"98",272
"99",275
"100",276
"101",279
"102",283
"103",288
"104",289
"105",290
"106",293
"107",299
"108",300
"109",301
"110",302
"111",303
"112",305
"113",309
"114",312
"115",314
"116",317
"117",318
"118",322
"119",323
"120",324
"121",326
"122",327
"123",330
"124",331
"125",332
"126",334
"127",338
"128",346
"129",347
"130",350
"131",353
"132",354
"133",359
"134",360
"135",361
"136",364
"137",365
"138",366
"139",367
"140",371
"141",374
"142",376
"143",377
"144",379
"145",381
"146",382
"147",386
"148",388
"149",391
"150",394
"151",395
"152",398
"153",399
"154",402
"155",404
"156",408
"157",411
"158",413
"159",414
"160",420
"161",426
"162",429
"163",436
"164",439
"165",441
"166",446
"167",447
"168",448
"169",451
"170",452
"171",454
"172",455
"173",457
"174",460
"175",462
"176",466
"177",468
"178",470
"179",471
"180",478
"181",483
"182",489
"183",491
"184",492
"185",495
"186",500
"187",502
"188",504
"189",508
"190",509
"191",511
"192",512
"193",515
"194",516
"195",517
"196",519
"197",521
"198",523
"199",528
"200",529
"201",530
"202",531
"203",532
"204",537
"205",543
"206",544
"207",545
"208",547
"209",548
"210",558
"211",559
"212",562
"213",563
"214",566
"215",567
"216",573
"217",576
"218",577
"219",580
"220",583
"221",584
"222",594
"223",596
"224",597
"225",598
"226",602
"227",603
"228",605
"229",612
"230",614
"231",617
"232",622
"233",624
"234",625
"235",628
"236",630
"237",632
"238",633
"239",634
"240",636
"241",637
"242",639
"243",640
"244",641
"245",647
"246",648
"247",652
"248",653
"249",654
"250",658
"251",660
"252",661
"253",672
"254",673
"255",675
"256",677
"257",678
"258",681
"259",682
"260",683
"261",686
"262",688
"263",689
"264",690
"265",693
"266",697
"267",698
"268",700
"269",703
"270",704
"271",706
"272",709
"273",713
"274",714
"275",720
"276",721
"277",723
"278",724
"279",726
"280",728
"281",729
"282",731
"283",732
"284",733
"285",739
"286",740
"287",741
"288",743
"289",745
"290",746
"291",747
"292",748
"293",751
"294",752
"295",755
"296",756
"297",757
"298",759
"299",760
"300",766
"301",770
"302",775
"303",776
"304",777
"305",781
"306",782
"307",788
"308",789
"309",790
"310",791
"311",794
"312",798
"313",799
"314",802
"315",803
"316",804
"317",807
"318",809
"319",810
"320",811
"321",814
"322",815
"323",816
"324",820
"325",821
"326",825
"327",826
"328",828
"329",829
"330",830
"331",836
"332",840
"333",844
"334",846
"335",849
"336",852
"337",855
"338",859
"339",861
"340",865
"341",868
"342",870
"343",874
"344",875
"345",876
"346",877
"347",878
"348",879
"349",880
"350",881
"351",883
"352",885
"353",887
"354",889
"355",891
"356",893
"357",897
"358",899
"359",904
"360",905
"361",906
"362",908
"363",913
"364",915
"365",916
"366",917
"367",919
"368",922
"369",923
"370",926
"371",928
"372",930
"373",931
"374",932
"375",934
"376",936
"377",938
"378",939
"379",941
"380",951
"381",952
"382",960
"383",968
"384",969
"385",977
"386",979
"387",983
"388",985
"389",987
"390",988
"391",990
"392",995
"393",996
"394",998
"395",1001
"396",1003
"397",1004
"398",1012
"399",1013
"400",1015
"401",1021
"402",1031
"403",1034
"404",1041
"405",1045
"406",1050
"407",1056
"408",1057
"409",1058
"410",1059
"411",1062
"412",1063
"413",1068
"414",1069
"415",1072
"416",1079
"417",1080
"418",1082
"419",1084
"420",1085
"421",1088
"422",1094
"423",1095
"424",1099
"425",1100
"426",1103
"427",1104
"428",1109
"429",1110
"430",1113
"431",1118
"432",1121
"433",1124
"434",1127
"435",1128
"436",1130
"437",1136
"438",1139
"439",1145
"440",1147
"441",1149
"442",1151
"443",1161
"444",1162
"445",1166
"446",1173
"447",1175
"448",1177
"449",1181
"450",1182
"451",1183
"452",1190
"453",1195
"454",1196
"455",1198
"456",1199
"457",1202
"458",1204
"459",1205
"460",1206
"461",1213
"462",1214
"463",1215
"464",1221
"465",1223
"466",1224
"467",1225
"468",1227
"469",1233
"470",1235
"471",1236
"472",1237
"473",1238
"474",1241
"475",1246
"476",1249
"477",1255
"478",1256
"479",1257
"480",1258
"481",1264
"482",1266
"483",1267
"484",1268
"485",1269
"486",1270
"487",1273
"488",1276
"489",1277
"490",1279
"491",1282
"492",1283
"493",1285
"494",1288
"495",1295
"496",1298
"497",1301
"498",1302
"499",1303
"500",1304
"501",1305
"502",1306
"503",1308
"504",1310
"505",1311
"506",1312
"507",1314
"508",1315
"509",1317
"510",1321
"511",1323
"512",1326
"513",1331
"514",1335
"515",1338
"516",1339
"517",1340
"518",1342
"519",1343
"520",1346
"521",1348
"522",1350
"523",1352
"524",1358
"525",1363
"526",1364
"527",1365
"528",1366
"529",1367
"530",1368
"531",1370
"532",1373
"533",1375
"534",1377
"535",1379
"536",1380
"537",1383
"538",1384
"539",1385
"540",1388
"541",1391
"542",1394
"543",1396
"544",1401
"545",1403
"546",1404
"547",1413
"548",1416
"549",1419
"550",1421
"551",1425
"552",1428
"553",1432
"554",1434
"555",1442
"556",1445
"557",1459
"558",1464
"559",1468
"560",1471
"561",1475
"562",1478
"563",1483
"564",1484
"565",1486
"566",1487
"567",1489
"568",1490
"569",1491
"570",1495
"571",1501
"572",1504
"573",1505
"574",1508
"575",1509
"576",1514
"577",1518
"578",1519
"579",1524
"580",1532
"581",1533
"582",1534
"583",1538
"584",1539
"585",1540
"586",1541
"587",1543
"588",1544
"589",1545
"590",1546
"591",1547
"592",1550
"593",1552
"594",1554
"595",1556
"596",1560
"597",1561
"598",1564
"599",1566
"600",1570
"601",1571
"602",1578
"603",1579
"604",1580
"605",1584
"606",1586
"607",1587
"608",1588
"609",1589
"610",1590
"611",1593
"612",1594
"613",1595
"614",1597
"615",1598
"616",1599
"617",1604
"618",1606
"619",1607
"620",1610
"621",1611
"622",1612
"623",1613
"624",1617
"625",1618
"626",1620
"627",1621
"628",1622
"629",1623
"630",1624
"631",1626
"632",1629
"633",1631
"634",1633
"635",1636
"636",1637
"637",1640
"638",1643
"639",1645
"640",1647
"641",1649
"642",1650
"643",1651
"644",1656
"645",1664
"646",1667
"647",1669
"648",1671
"649",1672
"650",1675
"651",1676
"652",1678
"653",1682
"654",1683
"655",1684
"656",1685
"657",1688
"658",1690
"659",1691
"660",1692
"661",1693
"662",1694
"663",1696
"664",1700
"665",1704
"666",1705
"667",1706
"668",1707
"669",1708
"670",1710
"671",1719
"672",1720
"673",1721
"674",1723
"675",1724
"676",1725
"677",1726
"678",1727
"679",1728
"680",1732
"681",1733
"682",1739
"683",1740
"684",1741
"685",1743
"686",1749
"687",1755
"688",1759
"689",1762
"690",1765
"691",1766
"692",1770
"693",1771
"694",1772
"695",1774
"696",1775
"697",1776
"698",1778
"699",1779
"700",1782
"701",1784
"702",1786
"703",1789
"704",1792
"705",1794
"706",1795
"707",1805
"708",1806
"709",1812
"710",1814
"711",1818
"712",1819
"713",1822
"714",1823
"715",1825
"716",1826
"717",1830
"718",1832
"719",1833
"720",1840
"721",1841
"722",1844
"723",1847
"724",1852
"725",1853
"726",1855
"727",1857
"728",1860
"729",1865
"730",1871
"731",1873
"732",1877
"733",1878
"734",1879
"735",1880
"736",1882
"737",1883
"738",1884
"739",1885
"740",1887
"741",1889
"742",1891
"743",1893
"744",1894
"745",1896
"746",1900
"747",1901
"748",1903
"749",1905
"750",1910
"751",1915
"752",1920
"753",1922
"754",1923
"755",1924
"756",1929
"757",1930
"758",1932
"759",1934
"760",1941
"761",1956
"762",1958
"763",1959
"764",1960
"765",1964
"766",1965
"767",1969
"768",1971
"769",1972
"770",1973
"771",1976
"772",1977
"773",1978
"774",1979
"775",1982
"776",1985
"777",1990
"778",1992
"779",1995
"780",1996
"781",2000
"782",2001
"783",2002
"784",2008
"785",2009
"786",2015
"787",2016
"788",2018
"789",2021
"790",2023
"791",2024
"792",2028
"793",2030
"794",2032
"795",2039
"796",2041
"797",2043
"798",2044
"799",2046
"800",2050
"801",2054
"802",2057
"803",2060
"804",2061
"805",2067
"806",2068
"807",2069
"808",2070
"809",2075
"810",2078
"811",2079
"812",2081
"813",2082
"814",2084
"815",2087
"816",2088
"817",2089
"818",2091
"819",2092
"820",2094
"821",2096
"822",2099
"823",2100
"824",2104
"825",2106
"826",2108
"827",2110
"828",2111
"829",2112
"830",2113
"831",2116
"832",2118
"833",2123
"834",2124
"835",2132
"836",2133
"837",2135
"838",2136
"839",2137
"840",2143
"841",2144
"842",2147
"843",2149
"844",2153
"845",2155
"846",2156
"847",2159
"848",2162
"849",2163
"850",2164
"851",2171
"852",2174
"853",2179
"854",2180
"855",2182
"856",2184
"857",2185
"858",2187
"859",2189
"860",2192
"861",2193
"862",2194
"863",2197
"864",2200
"865",2202
"866",2203
"867",2204
"868",2206
"869",2208
"870",2210
"871",2215
"872",2217
"873",2219
"874",2221
"875",2222
"876",2226
"877",2230
"878",2232
"879",2235
"880",2240
"881",2242
"882",2243
"883",2245
"884",2246
"885",2249
"886",2251
"887",2252
"888",2255
"889",2256
"890",2258
"891",2259
"892",2263
"893",2271
"894",2276
"895",2277
"896",2278
"897",2279
"898",2281
"899",2284
"900",2286
"901",2287
"902",2294
"903",2299
"904",2302
"905",2306
"906",2308
"907",2309
"908",2311
"909",2312
"910",2314
"911",2315
"912",2318
"913",2319
"914",2325
"915",2326
"916",2334
"917",2336
"918",2337
"919",2341
"920",2344
"921",2346
"922",2348
"923",2349
"924",2352
"925",2358
"926",2361
"927",2364
"928",2365
"929",2370
"930",2372
"931",2373
"932",2374
"933",2375
"934",2377
"935",2382
"936",2385
"937",2389
"938",2390
"939",2391
"940",2392
"941",2394
"942",2395
"943",2397
"944",2400
"945",2402
"946",2403
"947",2407
"948",2408
"949",2409
"950",2410
"951",2412
"952",2415
"953",2420
"954",2422
"955",2424
"956",2425
"957",2428
"958",2432
"959",2433
"960",2434
"961",2437
"962",2440
"963",2441
