"","count"
"the",1143
"to",505
"a",503
"of",454
"and",452
"in",389
"for",237
"that",203
"is",180
"on",177
"said",164
"with",151
"it",145
"he",141
"at",132
"was",118
"but",95
"by",86
"have",86
"from",81
"as",81
"his",81
"are",80
"be",80
"not",79
"i",79
"they",77
"an",74
"this",70
"will",69
"you",69
"has",64
"or",63
"who",62
"new",52
"its",52
"out",51
"their",48
"we",48
"it's",47
"if",47
"more",47
"her",46
"up",45
"when",42
"just",42
"one",42
"after",42
"had",41
"year",41
"what",41
"would",38
"other",38
"been",37
"were",36
"than",36
"two",36
"which",36
"about",34
"first",32
"our",32
"like",32
"us",32
"all",31
"home",30
"do",30
"get",29
"some",29
"there",28
"people",28
"time",28
"she",28
"into",28
"game",28
"so",28
"police",28
"also",27
"over",27
"them",27
"could",26
"last",26
"your",24
"three",24
"no",24
"can",23
"state",23
"made",23
"because",23
"before",22
"going",22
"now",22
"million",22
"play",22
"school",21
"where",21
"even",21
"most",20
"years",20
"day",20
"says",20
"much",20
"him",20
"many",19
"think",19
"make",19
"down",19
"don't",19
"my",19
"while",19
"got",18
"those",18
"four",18
"how",18
"city",17
"next",17
"against",17
"take",17
"well",17
"county",17
"me",17
"i'm",17
"another",16
"too",16
"third",16
"see",16
"season",16
"never",16
"know",16
"team",16
"part",16
"off",15
"children",15
"left",15
"that's",15
"then",15
"case",15
"percent",15
"say",15
"though",14
"work",14
"six",14
"big",14
"road",14
"right",14
"may",14
"center",13
"should",13
"any",13
"hit",13
"good",13
"number",13
"top",13
"being",13
"might",13
"won",13
"york",13
"through",13
"near",13
"according",13
"only",13
"really",13
"come",13
"business",13
"own",13
"since",12
"plans",12
"around",12
"long",12
"government",12
"high",12
"kind",12
"go",12
"show",12
"university",12
"five",12
"games",12
"fire",12
"including",12
"help",12
"points",12
"defense",12
"times",12
"put",12
"company",12
"very",12
"lot",12
"jersey",11
"here",11
"trying",11
"such",11
"system",11
"back",11
"former",11
"federal",11
"night",11
"played",11
"yearold",11
"money",11
"great",11
"law",11
"american",11
"issue",10
"few",10
"lost",10
"keep",10
"place",10
"later",10
"why",10
"health",10
"every",10
"whether",10
"coach",10
"between",10
"these",10
"something",10
"group",10
"still",10
"young",10
"john",10
"found",10
"little",10
"win",10
"lead",10
"need",10
"board",10
"during",10
"we're",10
"record",10
"run",10
"enough",9
"line",9
"director",9
"away",9
"others",9
"want",9
"jobs",9
"conference",9
"done",9
"important",9
"late",9
"month",9
"half",9
"agency",9
"office",9
"plan",9
"across",9
"street",9
"behind",9
"major",9
"second",9
"officers",9
"won't",9
"budget",9
"until",9
"march",9
"expected",9
"cleveland",9
"way",9
"led",9
"thursday",9
"president",9
"under",9
"st",8
"building",8
"saying",8
"hard",8
"field",8
"tax",8
"give",8
"better",8
"orange",8
