"","x"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",16
"13",17
"14",18
"15",19
"16",20
"17",25
"18",27
"19",28
"20",30
"21",31
"22",32
"23",33
"24",34
"25",36
"26",38
"27",40
"28",42
"29",43
"30",44
"31",45
"32",46
"33",47
"34",48
"35",52
"36",54
"37",56
"38",57
"39",59
"40",61
"41",62
"42",64
"43",65
"44",66
"45",69
"46",70
"47",71
"48",77
"49",79
"50",80
"51",83
"52",85
"53",87
"54",88
"55",91
"56",92
"57",93
"58",98
"59",99
"60",100
"61",101
"62",104
"63",105
"64",106
"65",107
"66",108
"67",109
"68",111
"69",114
"70",115
"71",116
"72",117
"73",120
"74",122
"75",124
"76",130
"77",131
"78",132
"79",134
"80",135
"81",136
"82",138
"83",139
"84",140
"85",141
"86",142
"87",143
"88",145
"89",148
"90",150
"91",151
"92",152
"93",153
"94",155
"95",156
"96",157
"97",158
"98",162
"99",163
"100",164
"101",165
"102",166
"103",169
"104",170
"105",172
"106",173
"107",174
"108",175
"109",176
"110",178
"111",179
"112",180
"113",181
"114",182
"115",183
"116",184
"117",185
"118",186
"119",191
"120",192
"121",193
"122",194
"123",196
"124",198
"125",200
"126",201
"127",202
"128",203
"129",204
"130",205
"131",206
"132",207
"133",208
"134",209
"135",210
"136",212
"137",215
"138",216
"139",217
"140",218
"141",219
"142",222
"143",223
"144",225
"145",226
"146",227
"147",229
"148",230
"149",231
"150",233
"151",235
"152",237
"153",240
"154",241
"155",243
"156",244
"157",245
"158",247
"159",249
"160",250
"161",251
"162",253
"163",254
"164",256
"165",257
"166",258
"167",259
"168",261
"169",262
"170",265
"171",267
"172",268
"173",272
"174",273
"175",274
"176",279
"177",282
"178",283
"179",284
"180",285
"181",287
"182",288
"183",289
"184",290
"185",291
"186",293
"187",295
"188",296
"189",297
"190",298
"191",300
"192",301
"193",304
"194",305
"195",307
"196",308
"197",310
"198",311
"199",312
"200",314
"201",315
"202",316
"203",317
"204",319
"205",320
"206",323
"207",324
"208",325
"209",327
"210",328
"211",329
"212",331
"213",332
"214",333
"215",335
"216",336
"217",339
"218",343
"219",345
"220",350
"221",351
"222",353
"223",354
"224",356
"225",361
"226",362
"227",363
"228",365
"229",367
"230",368
"231",369
"232",372
"233",373
"234",374
"235",378
"236",379
"237",381
"238",382
"239",385
"240",386
"241",387
"242",389
"243",390
"244",395
"245",396
"246",397
"247",403
"248",404
"249",405
"250",406
"251",407
"252",409
"253",411
"254",412
"255",414
"256",417
"257",418
"258",419
"259",425
"260",426
"261",427
"262",428
"263",429
"264",430
"265",432
"266",435
"267",436
"268",438
"269",439
"270",441
"271",442
"272",445
"273",448
"274",451
"275",455
"276",456
"277",457
"278",458
"279",459
"280",463
"281",464
"282",466
"283",467
"284",469
"285",473
"286",474
"287",475
"288",477
"289",478
"290",480
"291",484
"292",486
"293",487
"294",490
"295",491
"296",492
"297",493
"298",495
"299",496
"300",498
"301",499
"302",500
"303",501
"304",502
"305",504
"306",505
"307",506
"308",509
"309",510
"310",511
"311",512
"312",515
"313",521
"314",522
"315",524
"316",527
"317",528
"318",530
"319",532
"320",533
"321",534
"322",535
"323",537
"324",538
"325",539
"326",540
"327",541
"328",542
"329",544
"330",545
"331",547
"332",549
"333",550
"334",552
"335",553
"336",554
"337",556
"338",558
"339",559
"340",560
"341",561
"342",562
"343",566
"344",570
"345",572
"346",576
"347",577
"348",578
"349",579
"350",580
"351",582
"352",583
"353",585
"354",587
"355",589
"356",591
"357",593
"358",597
"359",598
"360",599
"361",603
"362",604
"363",605
"364",606
"365",607
"366",609
"367",610
"368",611
"369",613
"370",614
"371",615
"372",617
"373",618
"374",619
"375",621
"376",622
"377",625
"378",626
"379",627
"380",628
"381",630
"382",631
"383",632
"384",633
"385",634
"386",635
"387",636
"388",637
"389",639
"390",641
"391",642
"392",643
"393",644
"394",646
"395",648
"396",650
"397",651
"398",652
"399",653
"400",654
"401",655
"402",656
"403",660
"404",663
"405",666
"406",667
"407",668
"408",670
"409",673
"410",677
"411",678
"412",679
"413",680
"414",681
"415",682
"416",683
"417",684
"418",686
"419",689
"420",691
"421",692
"422",695
"423",696
"424",698
"425",699
"426",700
"427",701
"428",704
"429",705
"430",706
"431",707
"432",710
"433",711
"434",713
"435",715
"436",716
"437",718
"438",719
"439",720
"440",721
"441",723
"442",725
"443",727
"444",729
"445",730
"446",731
"447",732
"448",734
"449",736
"450",741
"451",742
"452",743
"453",744
"454",745
"455",747
"456",752
"457",753
"458",754
"459",755
"460",757
"461",759
"462",761
"463",763
"464",764
"465",765
"466",766
"467",767
"468",768
"469",769
"470",770
"471",772
"472",773
"473",776
"474",777
"475",778
"476",780
"477",781
"478",782
"479",783
"480",785
"481",786
"482",788
"483",791
"484",793
"485",794
"486",795
"487",799
"488",802
"489",803
"490",804
"491",806
"492",807
"493",808
"494",809
"495",810
"496",813
"497",814
"498",815
"499",816
"500",820
"501",822
"502",823
"503",824
"504",825
"505",827
"506",829
"507",840
"508",842
"509",844
"510",848
"511",851
"512",852
"513",856
"514",859
"515",860
"516",861
"517",862
"518",863
"519",864
"520",866
"521",867
"522",868
"523",869
"524",870
"525",872
"526",873
"527",875
"528",876
"529",877
"530",879
"531",880
"532",881
"533",882
"534",883
"535",884
"536",887
"537",891
"538",894
"539",898
