"","x"
"1",6
"2",7
"3",11
"4",15
"5",21
"6",22
"7",23
"8",24
"9",26
"10",29
"11",35
"12",37
"13",39
"14",41
"15",49
"16",50
"17",51
"18",53
"19",55
"20",58
"21",60
"22",63
"23",67
"24",68
"25",72
"26",73
"27",74
"28",75
"29",76
"30",78
"31",81
"32",82
"33",84
"34",86
"35",89
"36",90
"37",94
"38",95
"39",96
"40",97
"41",102
"42",103
"43",110
"44",112
"45",113
"46",118
"47",119
"48",121
"49",123
"50",125
"51",126
"52",127
"53",128
"54",129
"55",133
"56",137
"57",144
"58",146
"59",147
"60",149
"61",154
"62",159
"63",160
"64",161
"65",167
"66",168
"67",171
"68",177
"69",187
"70",188
"71",189
"72",190
"73",195
"74",197
"75",199
"76",211
"77",213
"78",214
"79",220
"80",221
"81",224
"82",228
"83",232
"84",234
"85",236
"86",238
"87",239
"88",242
"89",246
"90",248
"91",252
"92",255
"93",260
"94",263
"95",264
"96",266
"97",269
"98",270
"99",271
"100",275
"101",276
"102",277
"103",278
"104",280
"105",281
"106",286
"107",292
"108",294
"109",299
"110",302
"111",303
"112",306
"113",309
"114",313
"115",318
"116",321
"117",322
"118",326
"119",330
"120",334
"121",337
"122",338
"123",340
"124",341
"125",342
"126",344
"127",346
"128",347
"129",348
"130",349
"131",352
"132",355
"133",357
"134",358
"135",359
"136",360
"137",364
"138",366
"139",370
"140",371
"141",375
"142",376
"143",377
"144",380
"145",383
"146",384
"147",388
"148",391
"149",392
"150",393
"151",394
"152",398
"153",399
"154",400
"155",401
"156",402
"157",408
"158",410
"159",413
"160",415
"161",416
"162",420
"163",421
"164",422
"165",423
"166",424
"167",431
"168",433
"169",434
"170",437
"171",440
"172",443
"173",444
"174",446
"175",447
"176",449
"177",450
"178",452
"179",453
"180",454
"181",460
"182",461
"183",462
"184",465
"185",468
"186",470
"187",471
"188",472
"189",476
"190",479
"191",481
"192",482
"193",483
"194",485
"195",488
"196",489
"197",494
"198",497
"199",503
"200",507
"201",508
"202",513
"203",514
"204",516
"205",517
"206",518
"207",519
"208",520
"209",523
"210",525
"211",526
"212",529
"213",531
"214",536
"215",543
"216",546
"217",548
"218",551
"219",555
"220",557
"221",563
"222",564
"223",565
"224",567
"225",568
"226",569
"227",571
"228",573
"229",574
"230",575
"231",581
"232",584
"233",586
"234",588
"235",590
"236",592
"237",594
"238",595
"239",596
"240",600
"241",601
"242",602
"243",608
"244",612
"245",616
"246",620
"247",623
"248",624
"249",629
"250",638
"251",640
"252",645
"253",647
"254",649
"255",657
"256",658
"257",659
"258",661
"259",662
"260",664
"261",665
"262",669
"263",671
"264",672
"265",674
"266",675
"267",676
"268",685
"269",687
"270",688
"271",690
"272",693
"273",694
"274",697
"275",702
"276",703
"277",708
"278",709
"279",712
"280",714
"281",717
"282",722
"283",724
"284",726
"285",728
"286",733
"287",735
"288",737
"289",738
"290",739
"291",740
"292",746
"293",748
"294",749
"295",750
"296",751
"297",756
"298",758
"299",760
"300",762
"301",771
"302",774
"303",775
"304",779
"305",784
"306",787
"307",789
"308",790
"309",792
"310",796
"311",797
"312",798
"313",800
"314",801
"315",805
"316",811
"317",812
"318",817
"319",818
"320",819
"321",821
"322",826
"323",828
"324",830
"325",831
"326",832
"327",833
"328",834
"329",835
"330",836
"331",837
"332",838
"333",839
"334",841
"335",843
"336",845
"337",846
"338",847
"339",849
"340",850
