"","x"
"1",1
"2",4
"3",5
"4",6
"5",7
"6",11
"7",12
"8",14
"9",15
"10",16
"11",19
"12",20
"13",22
"14",23
"15",26
"16",27
"17",28
"18",32
"19",34
"20",35
"21",36
"22",37
"23",43
"24",44
"25",45
"26",46
"27",47
"28",48
"29",50
"30",51
"31",54
"32",55
"33",57
"34",58
"35",61
"36",63
"37",64
"38",66
"39",67
"40",69
"41",73
"42",75
"43",77
"44",79
"45",80
"46",82
"47",84
"48",86
"49",87
"50",88
"51",89
"52",91
"53",93
"54",95
"55",96
"56",98
"57",101
"58",102
"59",103
"60",105
"61",107
"62",108
"63",111
"64",112
"65",114
"66",115
"67",118
"68",121
"69",123
"70",126
"71",127
"72",128
"73",129
"74",131
"75",132
"76",133
"77",135
"78",137
"79",138
"80",139
"81",141
"82",146
"83",147
"84",148
"85",149
"86",150
"87",151
"88",152
"89",153
"90",154
"91",155
"92",156
"93",160
"94",161
"95",162
"96",163
"97",164
"98",165
"99",167
"100",169
"101",170
"102",171
"103",172
"104",173
"105",174
"106",175
"107",176
"108",179
"109",180
"110",181
"111",182
"112",184
"113",185
"114",188
"115",190
"116",193
"117",194
"118",195
"119",196
"120",197
"121",198
"122",199
"123",201
"124",203
"125",204
"126",206
"127",208
"128",210
"129",211
"130",213
"131",215
"132",218
"133",221
"134",222
"135",227
"136",228
"137",230
"138",232
"139",234
"140",235
"141",241
"142",242
"143",243
"144",244
"145",245
"146",248
"147",250
"148",254
"149",255
"150",256
"151",258
"152",259
"153",265
"154",266
"155",268
"156",271
"157",272
"158",273
"159",275
"160",278
"161",279
"162",281
"163",282
"164",285
"165",286
"166",287
"167",288
"168",289
"169",290
"170",293
"171",294
"172",295
"173",296
"174",297
"175",298
"176",299
"177",300
"178",302
"179",304
"180",307
"181",308
"182",309
"183",310
"184",311
"185",314
"186",315
"187",316
"188",320
"189",323
"190",325
"191",326
"192",328
"193",329
"194",333
"195",334
"196",335
"197",337
"198",338
"199",340
"200",341
"201",343
"202",345
"203",346
"204",347
"205",348
"206",349
"207",352
"208",355
"209",358
"210",360
"211",361
"212",363
"213",364
"214",365
"215",367
"216",368
"217",369
"218",371
"219",372
"220",373
"221",374
"222",375
"223",377
"224",383
"225",385
"226",387
"227",388
"228",389
"229",390
"230",391
"231",395
"232",397
"233",398
"234",400
"235",401
"236",402
"237",403
"238",405
"239",406
"240",408
"241",409
"242",410
"243",411
"244",412
"245",413
"246",414
"247",416
"248",418
"249",419
"250",420
"251",421
"252",422
"253",423
"254",426
"255",428
"256",430
"257",431
"258",433
"259",434
"260",435
"261",439
"262",440
"263",441
"264",443
"265",444
"266",445
"267",446
"268",447
"269",448
"270",449
"271",450
"272",452
"273",453
"274",455
"275",457
"276",458
"277",461
"278",462
"279",465
"280",466
"281",467
"282",470
"283",471
"284",472
"285",477
"286",478
"287",480
"288",481
"289",482
"290",484
"291",485
"292",487
"293",488
"294",489
"295",491
"296",492
"297",495
"298",496
"299",497
"300",499
"301",500
"302",501
"303",502
"304",505
"305",507
"306",509
"307",510
"308",511
"309",513
"310",514
"311",517
"312",518
"313",519
"314",520
"315",521
"316",522
"317",524
"318",527
"319",529
"320",530
"321",532
"322",533
"323",535
"324",538
"325",539
"326",541
"327",542
"328",544
"329",545
"330",548
"331",549
"332",550
"333",552
"334",553
"335",554
"336",555
"337",557
"338",559
"339",562
"340",563
"341",566
"342",568
"343",570
"344",571
"345",573
"346",574
"347",575
"348",578
"349",580
"350",583
"351",584
"352",585
"353",586
"354",587
"355",588
"356",589
"357",590
"358",591
"359",592
"360",596
"361",597
"362",598
"363",599
"364",602
"365",604
"366",605
"367",608
"368",609
"369",610
"370",611
"371",612
"372",613
"373",615
"374",616
"375",618
"376",621
"377",624
"378",625
"379",628
"380",629
"381",631
"382",632
"383",633
"384",635
"385",637
"386",638
"387",640
"388",641
"389",645
"390",647
"391",648
"392",649
"393",650
"394",651
"395",654
"396",655
"397",657
"398",658
"399",660
"400",661
"401",662
"402",663
"403",664
"404",665
"405",667
"406",669
"407",672
"408",673
"409",674
"410",676
"411",677
"412",678
"413",680
"414",681
"415",683
"416",684
"417",685
"418",686
"419",690
"420",691
"421",694
"422",697
"423",698
"424",700
"425",701
"426",702
"427",703
"428",704
"429",705
"430",706
"431",707
"432",710
"433",711
"434",712
"435",713
"436",714
"437",717
"438",719
"439",720
"440",723
"441",724
"442",725
"443",728
"444",730
"445",731
"446",733
"447",734
"448",735
"449",736
"450",744
"451",745
"452",746
"453",748
"454",749
"455",751
"456",753
"457",755
"458",756
"459",757
"460",758
"461",759
"462",760
"463",761
"464",762
"465",763
"466",764
"467",765
"468",768
"469",770
"470",772
"471",773
"472",775
"473",776
"474",777
"475",780
"476",781
"477",783
"478",784
"479",789
"480",791
"481",792
"482",793
"483",794
"484",796
"485",797
"486",799
"487",800
"488",801
"489",803
"490",804
"491",805
"492",806
"493",807
"494",808
"495",809
"496",811
"497",813
"498",816
"499",817
"500",818
"501",819
"502",820
"503",821
"504",822
"505",824
"506",829
"507",833
"508",834
"509",835
"510",837
"511",838
"512",839
"513",840
"514",842
"515",845
"516",847
"517",848
"518",849
"519",850
"520",851
"521",852
"522",853
"523",855
"524",856
"525",857
"526",861
"527",862
"528",864
"529",868
"530",870
"531",871
"532",872
"533",873
"534",874
"535",875
"536",879
"537",883
"538",885
"539",886
"540",890
"541",893
"542",894
"543",896
"544",897
"545",901
"546",903
"547",906
"548",907
"549",909
"550",910
"551",911
"552",914
"553",916
"554",917
"555",918
"556",921
"557",923
"558",924
"559",927
"560",928
"561",929
"562",931
"563",933
"564",935
"565",936
"566",938
"567",939
"568",941
"569",942
"570",945
"571",947
"572",948
"573",950
"574",952
"575",955
"576",956
"577",957
"578",959
"579",960
"580",961
"581",963
"582",965
"583",966
"584",967
"585",968
"586",970
"587",974
"588",976
"589",977
"590",978
"591",979
"592",981
"593",982
"594",983
"595",984
"596",987
"597",988
"598",989
"599",991
"600",992
"601",996
"602",997
"603",1001
"604",1003
"605",1004
"606",1007
"607",1008
"608",1012
"609",1014
"610",1017
"611",1019
"612",1020
"613",1021
"614",1022
"615",1023
"616",1024
"617",1025
"618",1026
"619",1028
"620",1031
"621",1032
"622",1035
"623",1036
"624",1037
"625",1040
"626",1041
"627",1042
"628",1043
"629",1046
"630",1048
"631",1052
"632",1054
"633",1055
"634",1057
"635",1058
"636",1059
"637",1060
"638",1062
"639",1067
"640",1069
"641",1070
"642",1071
"643",1072
"644",1073
"645",1074
"646",1075
"647",1076
"648",1079
"649",1080
"650",1082
"651",1083
"652",1085
"653",1090
"654",1091
"655",1092
"656",1096
"657",1100
"658",1101
"659",1102
"660",1103
"661",1104
"662",1105
"663",1106
"664",1108
"665",1111
"666",1112
"667",1114
"668",1116
"669",1117
"670",1118
"671",1119
"672",1120
"673",1122
"674",1123
"675",1124
"676",1127
"677",1128
"678",1132
"679",1134
"680",1135
"681",1139
"682",1142
"683",1145
"684",1146
"685",1147
"686",1149
"687",1151
"688",1152
"689",1153
"690",1154
"691",1155
"692",1156
"693",1157
"694",1159
"695",1160
"696",1161
"697",1163
"698",1164
"699",1165
"700",1166
"701",1168
"702",1169
"703",1170
"704",1171
"705",1174
"706",1175
"707",1176
"708",1177
"709",1179
"710",1183
"711",1184
"712",1185
"713",1190
"714",1191
"715",1192
"716",1193
"717",1194
"718",1196
"719",1197
"720",1200
"721",1201
"722",1203
"723",1204
"724",1207
"725",1209
"726",1214
"727",1215
"728",1224
"729",1225
"730",1227
"731",1228
"732",1229
"733",1230
"734",1231
"735",1233
"736",1234
"737",1235
"738",1237
"739",1238
"740",1240
"741",1243
"742",1244
"743",1246
"744",1249
"745",1251
"746",1252
"747",1253
"748",1254
"749",1255
"750",1260
"751",1261
"752",1262
"753",1263
"754",1264
"755",1265
"756",1266
"757",1267
"758",1269
"759",1270
"760",1271
"761",1273
"762",1276
"763",1277
"764",1278
"765",1279
"766",1281
"767",1282
"768",1283
"769",1284
"770",1286
"771",1288
"772",1289
"773",1294
"774",1296
"775",1298
"776",1300
"777",1301
"778",1302
"779",1303
"780",1304
"781",1305
"782",1307
"783",1308
"784",1309
"785",1311
"786",1315
"787",1317
"788",1318
"789",1319
"790",1326
"791",1327
"792",1328
"793",1330
"794",1331
"795",1334
"796",1335
"797",1336
"798",1337
"799",1338
"800",1339
"801",1340
"802",1342
"803",1344
"804",1345
"805",1348
"806",1349
"807",1350
"808",1351
"809",1352
"810",1353
"811",1354
"812",1357
"813",1358
"814",1359
"815",1363
"816",1364
"817",1365
"818",1367
"819",1370
"820",1373
"821",1374
"822",1375
"823",1377
"824",1378
"825",1379
"826",1380
"827",1381
"828",1382
"829",1383
"830",1385
"831",1389
"832",1391
"833",1394
"834",1395
"835",1396
"836",1397
"837",1398
"838",1399
"839",1400
"840",1401
"841",1402
"842",1405
"843",1410
"844",1411
"845",1413
"846",1414
"847",1415
"848",1416
"849",1418
"850",1419
"851",1420
"852",1427
"853",1429
"854",1431
"855",1432
"856",1433
"857",1434
"858",1435
"859",1436
"860",1440
"861",1441
"862",1443
"863",1444
"864",1448
"865",1449
"866",1450
"867",1452
"868",1458
"869",1459
"870",1460
"871",1462
"872",1463
"873",1464
"874",1465
"875",1467
"876",1468
"877",1470
"878",1476
"879",1477
"880",1479
"881",1480
"882",1483
"883",1484
"884",1487
"885",1488
"886",1490
"887",1491
"888",1493
"889",1494
"890",1497
"891",1499
"892",1501
"893",1504
"894",1506
"895",1508
"896",1511
"897",1512
"898",1513
"899",1519
"900",1522
"901",1523
"902",1525
"903",1526
"904",1528
"905",1530
"906",1531
"907",1532
"908",1534
"909",1535
"910",1536
"911",1541
"912",1542
"913",1543
"914",1545
"915",1546
"916",1548
"917",1550
"918",1552
"919",1553
"920",1555
"921",1556
"922",1557
"923",1558
"924",1559
"925",1562
"926",1563
"927",1565
"928",1566
"929",1567
"930",1568
"931",1569
"932",1572
"933",1574
"934",1578
"935",1579
"936",1580
"937",1581
"938",1582
"939",1585
"940",1587
"941",1588
"942",1589
"943",1591
"944",1597
"945",1602
"946",1604
"947",1605
"948",1606
"949",1608
"950",1610
"951",1611
"952",1612
"953",1613
"954",1616
"955",1617
"956",1618
"957",1619
"958",1621
"959",1622
"960",1623
"961",1624
"962",1625
"963",1626
"964",1631
"965",1634
"966",1635
"967",1640
"968",1641
"969",1642
"970",1643
"971",1644
"972",1645
"973",1646
"974",1648
"975",1649
"976",1650
"977",1651
"978",1655
"979",1656
"980",1659
"981",1660
"982",1661
"983",1662
"984",1663
"985",1664
"986",1665
"987",1668
"988",1669
"989",1670
"990",1675
"991",1677
"992",1679
"993",1681
"994",1684
"995",1686
"996",1687
"997",1688
"998",1689
"999",1690
"1000",1693
"1001",1694
"1002",1695
"1003",1696
"1004",1697
"1005",1699
"1006",1700
"1007",1701
"1008",1702
"1009",1705
"1010",1706
"1011",1710
"1012",1712
"1013",1713
"1014",1715
"1015",1717
"1016",1718
"1017",1719
"1018",1720
"1019",1721
"1020",1722
"1021",1723
"1022",1728
"1023",1729
"1024",1731
"1025",1732
"1026",1734
"1027",1735
"1028",1736
"1029",1738
"1030",1740
"1031",1741
"1032",1742
"1033",1747
"1034",1748
"1035",1749
"1036",1750
"1037",1751
"1038",1753
"1039",1754
"1040",1756
"1041",1757
"1042",1761
"1043",1762
"1044",1763
"1045",1765
"1046",1769
"1047",1771
"1048",1774
"1049",1775
"1050",1777
"1051",1779
"1052",1781
"1053",1782
"1054",1783
"1055",1784
"1056",1785
"1057",1786
"1058",1788
"1059",1789
"1060",1790
"1061",1792
"1062",1793
"1063",1794
"1064",1795
"1065",1796
"1066",1798
"1067",1799
"1068",1800
"1069",1801
"1070",1802
"1071",1803
"1072",1804
"1073",1808
"1074",1810
"1075",1811
"1076",1813
"1077",1814
"1078",1815
"1079",1816
"1080",1820
"1081",1821
"1082",1823
"1083",1824
"1084",1826
"1085",1828
"1086",1830
"1087",1832
"1088",1834
"1089",1835
"1090",1836
"1091",1837
"1092",1840
"1093",1842
"1094",1843
"1095",1845
"1096",1847
"1097",1848
"1098",1849
"1099",1851
"1100",1855
"1101",1857
"1102",1858
"1103",1859
"1104",1860
"1105",1861
"1106",1862
"1107",1865
"1108",1867
"1109",1868
"1110",1869
"1111",1870
"1112",1871
"1113",1873
"1114",1874
"1115",1875
"1116",1876
"1117",1878
"1118",1879
"1119",1880
"1120",1881
"1121",1882
"1122",1883
"1123",1884
"1124",1885
"1125",1887
"1126",1891
"1127",1892
"1128",1894
"1129",1896
"1130",1898
"1131",1899
"1132",1903
"1133",1906
"1134",1908
"1135",1909
"1136",1910
"1137",1912
"1138",1913
"1139",1915
"1140",1916
"1141",1917
"1142",1918
"1143",1919
"1144",1922
"1145",1923
"1146",1925
"1147",1926
"1148",1927
"1149",1928
"1150",1930
"1151",1931
"1152",1932
"1153",1934
"1154",1935
"1155",1936
"1156",1938
"1157",1940
"1158",1943
"1159",1944
"1160",1947
"1161",1948
"1162",1951
"1163",1952
"1164",1953
"1165",1954
"1166",1958
"1167",1960
"1168",1961
"1169",1965
"1170",1967
"1171",1968
"1172",1969
"1173",1970
"1174",1971
"1175",1972
"1176",1975
"1177",1978
"1178",1981
"1179",1982
"1180",1983
"1181",1984
"1182",1986
"1183",1987
"1184",1990
"1185",1991
"1186",1992
"1187",1993
"1188",1999
"1189",2003
"1190",2004
"1191",2005
"1192",2006
"1193",2007
"1194",2011
"1195",2012
"1196",2014
"1197",2015
"1198",2016
"1199",2019
"1200",2021
"1201",2023
"1202",2025
"1203",2026
"1204",2028
"1205",2029
"1206",2030
"1207",2031
"1208",2034
"1209",2036
"1210",2037
"1211",2038
"1212",2039
"1213",2040
"1214",2041
"1215",2042
"1216",2043
"1217",2044
"1218",2046
"1219",2049
"1220",2052
"1221",2053
"1222",2054
"1223",2055
"1224",2056
"1225",2059
"1226",2060
"1227",2063
"1228",2064
"1229",2066
"1230",2070
"1231",2071
"1232",2072
"1233",2077
"1234",2079
"1235",2080
"1236",2081
"1237",2082
"1238",2083
"1239",2084
"1240",2085
"1241",2086
"1242",2090
"1243",2096
"1244",2097
"1245",2099
"1246",2102
"1247",2104
"1248",2105
"1249",2108
"1250",2111
"1251",2112
"1252",2113
"1253",2115
"1254",2116
"1255",2118
"1256",2119
"1257",2121
"1258",2122
"1259",2124
"1260",2125
"1261",2126
"1262",2128
"1263",2133
"1264",2137
"1265",2138
"1266",2139
"1267",2140
"1268",2142
"1269",2144
"1270",2147
"1271",2150
"1272",2153
"1273",2154
"1274",2158
"1275",2162
"1276",2165
"1277",2166
"1278",2167
"1279",2168
"1280",2169
"1281",2170
"1282",2171
"1283",2172
"1284",2173
"1285",2174
"1286",2180
"1287",2181
"1288",2183
"1289",2184
"1290",2185
"1291",2186
"1292",2191
"1293",2192
"1294",2193
"1295",2195
"1296",2197
"1297",2198
"1298",2199
"1299",2201
"1300",2202
"1301",2205
"1302",2206
"1303",2207
"1304",2210
"1305",2211
"1306",2212
"1307",2216
"1308",2218
"1309",2221
"1310",2223
"1311",2224
"1312",2225
"1313",2226
"1314",2227
"1315",2228
"1316",2229
"1317",2232
"1318",2236
"1319",2238
"1320",2239
"1321",2240
"1322",2241
"1323",2244
"1324",2246
"1325",2247
"1326",2248
"1327",2250
"1328",2253
"1329",2254
"1330",2257
"1331",2258
"1332",2259
"1333",2260
"1334",2261
"1335",2262
"1336",2265
"1337",2268
"1338",2269
"1339",2272
"1340",2275
"1341",2276
"1342",2277
"1343",2280
"1344",2281
"1345",2287
"1346",2288
"1347",2289
"1348",2290
"1349",2291
"1350",2293
"1351",2294
"1352",2297
"1353",2300
"1354",2302
"1355",2303
"1356",2304
"1357",2305
"1358",2306
"1359",2307
"1360",2309
"1361",2310
"1362",2312
"1363",2314
"1364",2317
"1365",2318
"1366",2319
"1367",2322
"1368",2324
"1369",2326
"1370",2328
"1371",2329
"1372",2330
"1373",2331
"1374",2333
"1375",2335
"1376",2336
"1377",2337
"1378",2338
"1379",2339
"1380",2340
"1381",2341
"1382",2342
"1383",2343
"1384",2345
"1385",2346
"1386",2347
"1387",2348
"1388",2350
"1389",2352
"1390",2353
"1391",2354
"1392",2356
"1393",2358
"1394",2360
"1395",2361
"1396",2363
"1397",2365
"1398",2366
"1399",2368
"1400",2370
"1401",2372
"1402",2373
"1403",2374
"1404",2375
"1405",2376
"1406",2377
"1407",2378
"1408",2379
"1409",2380
"1410",2382
"1411",2383
"1412",2384
"1413",2385
"1414",2390
"1415",2391
"1416",2392
"1417",2393
"1418",2394
"1419",2395
"1420",2396
"1421",2400
"1422",2401
"1423",2403
"1424",2405
"1425",2406
"1426",2408
"1427",2409
"1428",2410
"1429",2411
"1430",2412
"1431",2413
"1432",2414
"1433",2415
"1434",2420
"1435",2421
"1436",2422
"1437",2423
"1438",2426
"1439",2428
"1440",2430
"1441",2431
"1442",2433
"1443",2434
"1444",2437
"1445",2438
"1446",2440
"1447",2442
"1448",2443
"1449",2444
"1450",2446
"1451",2449
"1452",2451
"1453",2453
"1454",2454
"1455",2455
"1456",2456
"1457",2457
"1458",2460
"1459",2461
"1460",2463
"1461",2464
"1462",2466
"1463",2467
"1464",2470
"1465",2472
"1466",2478
"1467",2481
"1468",2483
"1469",2484
"1470",2485
"1471",2489
"1472",2490
"1473",2491
"1474",2492
"1475",2496
"1476",2497
"1477",2498
"1478",2500
"1479",2501
"1480",2502
"1481",2503
"1482",2504
"1483",2505
"1484",2506
"1485",2507
"1486",2509
"1487",2510
"1488",2511
"1489",2513
"1490",2514
"1491",2515
"1492",2516
"1493",2518
"1494",2519
"1495",2520
"1496",2522
"1497",2523
"1498",2525
"1499",2526
"1500",2527
"1501",2528
"1502",2531
"1503",2533
"1504",2534
"1505",2535
"1506",2536
"1507",2537
"1508",2538
"1509",2540
"1510",2541
"1511",2543
"1512",2546
"1513",2548
"1514",2549
"1515",2552
"1516",2554
"1517",2556
"1518",2557
"1519",2559
"1520",2560
"1521",2561
"1522",2564
"1523",2566
"1524",2568
"1525",2571
"1526",2575
"1527",2576
"1528",2578
"1529",2579
"1530",2580
"1531",2581
"1532",2583
"1533",2585
"1534",2587
"1535",2588
"1536",2591
"1537",2592
"1538",2595
"1539",2596
"1540",2597
"1541",2601
"1542",2602
"1543",2603
"1544",2605
"1545",2606
"1546",2609
"1547",2611
"1548",2612
"1549",2613
"1550",2617
"1551",2620
"1552",2621
"1553",2622
"1554",2623
"1555",2625
"1556",2628
"1557",2629
"1558",2630
"1559",2631
"1560",2632
"1561",2634
"1562",2635
"1563",2636
"1564",2637
"1565",2638
"1566",2640
"1567",2643
"1568",2644
"1569",2645
"1570",2646
"1571",2647
"1572",2648
"1573",2651
"1574",2654
"1575",2655
"1576",2658
"1577",2659
"1578",2661
"1579",2662
"1580",2663
"1581",2664
"1582",2667
"1583",2668
"1584",2669
"1585",2670
"1586",2672
"1587",2675
"1588",2676
"1589",2678
"1590",2679
"1591",2681
"1592",2682
"1593",2686
"1594",2693
"1595",2695
"1596",2696
"1597",2700
"1598",2704
"1599",2706
"1600",2707
"1601",2708
"1602",2710
"1603",2713
"1604",2716
"1605",2718
"1606",2722
"1607",2724
"1608",2726
"1609",2727
"1610",2729
"1611",2730
"1612",2731
"1613",2732
"1614",2737
"1615",2738
"1616",2741
"1617",2742
"1618",2743
"1619",2744
"1620",2749
"1621",2752
"1622",2753
"1623",2754
"1624",2757
"1625",2759
"1626",2760
"1627",2761
"1628",2762
"1629",2763
"1630",2764
"1631",2766
"1632",2767
"1633",2768
"1634",2769
"1635",2770
"1636",2771
"1637",2774
"1638",2778
"1639",2779
"1640",2780
"1641",2781
"1642",2782
"1643",2784
"1644",2785
"1645",2786
"1646",2787
"1647",2792
"1648",2794
"1649",2795
"1650",2797
"1651",2799
"1652",2802
"1653",2803
"1654",2804
"1655",2805
"1656",2810
"1657",2811
"1658",2812
"1659",2814
"1660",2816
"1661",2817
"1662",2818
"1663",2821
"1664",2822
"1665",2824
"1666",2827
"1667",2828
"1668",2829
"1669",2833
"1670",2835
"1671",2836
"1672",2837
"1673",2839
"1674",2840
"1675",2841
"1676",2843
"1677",2844
"1678",2845
"1679",2846
"1680",2847
"1681",2848
"1682",2851
"1683",2853
"1684",2854
"1685",2855
"1686",2856
"1687",2857
"1688",2858
"1689",2859
"1690",2860
"1691",2863
"1692",2864
"1693",2865
"1694",2867
"1695",2868
"1696",2871
"1697",2872
"1698",2874
"1699",2876
"1700",2878
"1701",2879
"1702",2880
"1703",2881
"1704",2882
"1705",2883
"1706",2884
"1707",2885
"1708",2886
"1709",2887
"1710",2889
"1711",2890
"1712",2892
"1713",2893
"1714",2895
"1715",2896
"1716",2898
"1717",2903
"1718",2904
"1719",2905
"1720",2906
"1721",2908
"1722",2910
"1723",2911
"1724",2913
"1725",2914
"1726",2915
"1727",2917
"1728",2919
"1729",2920
"1730",2922
"1731",2924
"1732",2925
"1733",2927
"1734",2928
"1735",2929
"1736",2930
"1737",2931
"1738",2932
"1739",2933
"1740",2934
"1741",2936
"1742",2937
"1743",2939
"1744",2940
"1745",2942
"1746",2943
"1747",2944
"1748",2945
"1749",2946
"1750",2948
"1751",2949
"1752",2950
"1753",2953
"1754",2955
"1755",2961
"1756",2965
"1757",2969
"1758",2971
"1759",2972
"1760",2975
"1761",2977
"1762",2978
"1763",2979
"1764",2980
"1765",2981
"1766",2982
"1767",2983
"1768",2984
"1769",2985
"1770",2986
"1771",2987
"1772",2988
"1773",2989
"1774",2990
"1775",2991
"1776",2992
"1777",2993
"1778",2994
"1779",2995
"1780",3002
"1781",3003
"1782",3004
"1783",3007
"1784",3010
"1785",3014
"1786",3015
"1787",3016
"1788",3017
"1789",3021
"1790",3022
"1791",3023
"1792",3025
"1793",3026
"1794",3031
"1795",3032
"1796",3033
"1797",3036
"1798",3037
"1799",3038
"1800",3039
"1801",3041
"1802",3042
"1803",3043
"1804",3044
"1805",3045
"1806",3047
"1807",3049
"1808",3050
"1809",3051
"1810",3059
"1811",3061
"1812",3062
"1813",3064
"1814",3065
"1815",3067
"1816",3068
"1817",3069
"1818",3071
"1819",3072
"1820",3073
"1821",3074
"1822",3076
"1823",3080
"1824",3081
"1825",3082
"1826",3083
"1827",3085
"1828",3086
"1829",3090
"1830",3091
"1831",3094
"1832",3095
"1833",3096
"1834",3097
"1835",3098
"1836",3102
"1837",3103
"1838",3104
"1839",3105
"1840",3106
"1841",3107
"1842",3109
"1843",3113
"1844",3118
"1845",3119
"1846",3120
"1847",3122
"1848",3123
"1849",3124
"1850",3125
"1851",3127
"1852",3129
"1853",3130
"1854",3131
"1855",3132
"1856",3136
"1857",3137
"1858",3140
"1859",3144
"1860",3147
"1861",3149
"1862",3151
"1863",3152
"1864",3154
"1865",3155
"1866",3157
"1867",3159
"1868",3162
"1869",3163
"1870",3164
"1871",3167
"1872",3168
"1873",3169
"1874",3170
"1875",3171
"1876",3173
"1877",3174
"1878",3176
"1879",3178
"1880",3179
"1881",3180
"1882",3182
"1883",3183
"1884",3185
"1885",3187
"1886",3188
"1887",3189
"1888",3193
"1889",3195
"1890",3196
"1891",3197
"1892",3198
"1893",3200
"1894",3201
"1895",3202
"1896",3204
"1897",3205
"1898",3206
"1899",3208
"1900",3209
"1901",3211
"1902",3214
"1903",3215
"1904",3216
"1905",3217
"1906",3219
"1907",3222
"1908",3223
"1909",3224
"1910",3227
"1911",3229
"1912",3230
"1913",3231
"1914",3232
"1915",3233
"1916",3234
"1917",3235
"1918",3236
"1919",3237
"1920",3238
"1921",3239
"1922",3241
"1923",3242
"1924",3243
"1925",3248
"1926",3249
"1927",3250
"1928",3252
"1929",3253
"1930",3254
"1931",3256
"1932",3258
"1933",3259
"1934",3260
"1935",3261
"1936",3262
"1937",3263
"1938",3270
