"","count","basis","prediction","word","rowCount","freq","cumFreq"
"in+the",21,"in","the","in+the",1,0.00680051813471503,0.00680051813471503
"of+the",11,"of","the","of+the",2,0.00356217616580311,0.0103626943005181
"on+the",9,"on","the","on+the",3,0.00291450777202073,0.0132772020725389
"to+the",8,"to","the","to+the",4,0.00259067357512953,0.0158678756476684
"with+the",7,"with","the","with+the",5,0.00226683937823834,0.0181347150259067
"i+am",6,"i","am","i+am",6,0.00194300518134715,0.0200777202072539
"in+a",6,"in","a","in+a",7,0.00194300518134715,0.022020725388601
"and+i",6,"and","i","and+i",8,0.00194300518134715,0.0239637305699482
"and+the",5,"and","the","and+the",9,0.00161917098445596,0.0255829015544041
"it+was",5,"it","was","it+was",10,0.00161917098445596,0.0272020725388601
"of+a",5,"of","a","of+a",11,0.00161917098445596,0.0288212435233161
"a+few",5,"a","few","a+few",12,0.00161917098445596,0.030440414507772
"i+have",5,"i","have","i+have",13,0.00161917098445596,0.032059585492228
"out+with",4,"out","with","out+with",14,0.00129533678756477,0.0333549222797927
"a+lot",4,"a","lot","a+lot",15,0.00129533678756477,0.0346502590673575
"lot+of",4,"lot","of","lot+of",16,0.00129533678756477,0.0359455958549223
"be+a",4,"be","a","be+a",17,0.00129533678756477,0.037240932642487
"all+the",4,"all","the","all+the",18,0.00129533678756477,0.0385362694300518
"can+be",4,"can","be","can+be",19,0.00129533678756477,0.0398316062176166
"this+one",4,"this","one","this+one",20,0.00129533678756477,0.0411269430051813
"that+the",4,"that","the","that+the",21,0.00129533678756477,0.0424222797927461
"but+i",4,"but","i","but+i",22,0.00129533678756477,0.0437176165803109
"i+had",4,"i","had","i+had",23,0.00129533678756477,0.0450129533678756
"that+i",4,"that","i","that+i",24,0.00129533678756477,0.0463082901554404
"i+was",4,"i","was","i+was",25,0.00129533678756477,0.0476036269430051
"how+many",4,"how","many","how+many",26,0.00129533678756477,0.0488989637305699
"have+a",4,"have","a","have+a",27,0.00129533678756477,0.0501943005181347
"most+of",3,"most","of","most+of",28,0.000971502590673575,0.0511658031088082
"has+been",3,"has","been","has+been",29,0.000971502590673575,0.0521373056994818
"have+been",3,"have","been","have+been",30,0.000971502590673575,0.0531088082901554
"he+has",3,"he","has","he+has",31,0.000971502590673575,0.054080310880829
"to+get",3,"to","get","to+get",32,0.000971502590673575,0.0550518134715026
"we+know",3,"we","know","we+know",33,0.000971502590673575,0.0560233160621761
"all+of",3,"all","of","all+of",34,0.000971502590673575,0.0569948186528497
"on+a",3,"on","a","on+a",35,0.000971502590673575,0.0579663212435233
"the+images",3,"the","images","the+images",36,0.000971502590673575,0.0589378238341969
"you+can",3,"you","can","you+can",37,0.000971502590673575,0.0599093264248705
"if+you",3,"if","you","if+you",38,0.000971502590673575,0.060880829015544
"it+could",3,"it","could","it+could",39,0.000971502590673575,0.0618523316062176
"of+people",3,"of","people","of+people",40,0.000971502590673575,0.0628238341968912
"could+be",3,"could","be","could+be",41,0.000971502590673575,0.0637953367875648
"of+all",3,"of","all","of+all",42,0.000971502590673575,0.0647668393782384
"is+the",3,"is","the","is+the",43,0.000971502590673575,0.0657383419689119
"it+is",3,"it","is","it+is",44,0.000971502590673575,0.0667098445595855
"is+a",3,"is","a","is+a",45,0.000971502590673575,0.0676813471502591
"that+you",3,"that","you","that+you",46,0.000971502590673575,0.0686528497409327
"a+small",3,"a","small","a+small",47,0.000971502590673575,0.0696243523316062
"for+a",3,"for","a","for+a",48,0.000971502590673575,0.0705958549222798
"a+bit",3,"a","bit","a+bit",49,0.000971502590673575,0.0715673575129534
"as+i",3,"as","i","as+i",50,0.000971502590673575,0.072538860103627
"the+feet",3,"the","feet","the+feet",51,0.000971502590673575,0.0735103626943006
"on+my",3,"on","my","on+my",52,0.000971502590673575,0.0744818652849741
"many+times",3,"many","times","many+times",53,0.000971502590673575,0.0754533678756477
"times+have",3,"times","have","times+have",54,0.000971502590673575,0.0764248704663213
"too+nice",3,"too","nice","too+nice",55,0.000971502590673575,0.0773963730569949
"nice+to",3,"nice","to","nice+to",56,0.000971502590673575,0.0783678756476685
"at+the",3,"at","the","at+the",57,0.000971502590673575,0.079339378238342
"i+decided",3,"i","decided","i+decided",58,0.000971502590673575,0.0803108808290156
"a+huge",3,"a","huge","a+huge",59,0.000971502590673575,0.0812823834196892
"it's+not",3,"it's","not","it's+not",60,0.000971502590673575,0.0822538860103628
"the+kids",2,"the","kids","the+kids",61,0.000647668393782383,0.0829015544041452
"down+the",2,"down","the","down+the",62,0.000647668393782383,0.0835492227979275
"while+i",2,"while","i","while+i",63,0.000647668393782383,0.0841968911917099
"in+his",2,"in","his","in+his",64,0.000647668393782383,0.0848445595854923
"from+his",2,"from","his","from+his",65,0.000647668393782383,0.0854922279792747
"he+wanted",2,"he","wanted","he+wanted",66,0.000647668393782383,0.0861398963730571
"so+bad",2,"so","bad","so+bad",67,0.000647668393782383,0.0867875647668395
"money+to",2,"money","to","money+to",68,0.000647668393782383,0.0874352331606219
"that+is",2,"that","is","that+is",69,0.000647668393782383,0.0880829015544042
"to+make",2,"to","make","to+make",70,0.000647668393782383,0.0887305699481866
"to+watch",2,"to","watch","to+watch",71,0.000647668393782383,0.089378238341969
"he+did",2,"he","did","he+did",72,0.000647668393782383,0.0900259067357514
"a+very",2,"a","very","a+very",73,0.000647668393782383,0.0906735751295338
"feel+like",2,"feel","like","feel+like",74,0.000647668393782383,0.0913212435233162
"out+the",2,"out","the","out+the",75,0.000647668393782383,0.0919689119170986
"almost+as",2,"almost","as","almost+as",76,0.000647668393782383,0.0926165803108809
"as+much",2,"as","much","as+much",77,0.000647668393782383,0.0932642487046633
"how+to",2,"how","to","how+to",78,0.000647668393782383,0.0939119170984457
"need+to",2,"need","to","need+to",79,0.000647668393782383,0.0945595854922281
"to+do",2,"to","do","to+do",80,0.000647668393782383,0.0952072538860105
"have+an",2,"have","an","have+an",81,0.000647668393782383,0.0958549222797929
"separated+by",2,"separated","by","separated+by",82,0.000647668393782383,0.0965025906735753
"cant+be",2,"cant","be","cant+be",83,0.000647668393782383,0.0971502590673576
"to+tell",2,"to","tell","to+tell",84,0.000647668393782383,0.09779792746114
"for+most",2,"for","most","for+most",85,0.000647668393782383,0.0984455958549224
"and+they",2,"and","they","and+they",86,0.000647668393782383,0.0990932642487048
"to+buy",2,"to","buy","to+buy",87,0.000647668393782383,0.0997409326424872
"an+impetus",2,"an","impetus","an+impetus",88,0.000647668393782383,0.10038860103627
"for+more",2,"for","more","for+more",89,0.000647668393782383,0.101036269430052
"would+be",2,"would","be","would+be",90,0.000647668393782383,0.101683937823834
"the+problem",2,"the","problem","the+problem",91,0.000647668393782383,0.102331606217617
"will+be",2,"will","be","will+be",92,0.000647668393782383,0.102979274611399
"we+got",2,"we","got","we+got",93,0.000647668393782383,0.103626943005181
"problems+we",2,"problems","we","problems+we",94,0.000647668393782383,0.104274611398964
"have+to",2,"have","to","have+to",95,0.000647668393782383,0.104922279792746
"but+we",2,"but","we","but+we",96,0.000647668393782383,0.105569948186529
"the+problems",2,"the","problems","the+problems",97,0.000647668393782383,0.106217616580311
"winter+is",2,"winter","is","winter+is",98,0.000647668393782383,0.106865284974093
"on+some",2,"on","some","on+some",99,0.000647668393782383,0.107512953367876
"a+time",2,"a","time","a+time",100,0.000647668393782383,0.108160621761658
"your+own",2,"your","own","your+own",101,0.000647668393782383,0.108808290155441
"do+this",2,"do","this","do+this",102,0.000647668393782383,0.109455958549223
"this+and",2,"this","and","this+and",103,0.000647668393782383,0.110103626943005
"as+a",2,"as","a","as+a",104,0.000647668393782383,0.110751295336788
"images+of",2,"images","of","images+of",105,0.000647668393782383,0.11139896373057
"so+that",2,"so","that","so+that",106,0.000647668393782383,0.112046632124353
"of+balance",2,"of","balance","of+balance",107,0.000647668393782383,0.112694300518135
"those+of",2,"those","of","those+of",108,0.000647668393782383,0.113341968911917
"of+you",2,"of","you","of+you",109,0.000647668393782383,0.1139896373057
"you+do",2,"you","do","you+do",110,0.000647668393782383,0.114637305699482
"and+designs",2,"and","designs","and+designs",111,0.000647668393782383,0.115284974093264
"you+to",2,"you","to","you+to",112,0.000647668393782383,0.115932642487047
"such+a",2,"such","a","such+a",113,0.000647668393782383,0.116580310880829
"he+was",2,"he","was","he+was",114,0.000647668393782383,0.117227979274612
"the+story",2,"the","story","the+story",115,0.000647668393782383,0.117875647668394
"story+of",2,"story","of","story+of",116,0.000647668393782383,0.118523316062176
"and+was",2,"and","was","and+was",117,0.000647668393782383,0.119170984455959
"out+of",2,"out","of","out+of",118,0.000647668393782383,0.119818652849741
"detonated+in",2,"detonated","in","detonated+in",119,0.000647668393782383,0.120466321243524
"i+finally",2,"i","finally","i+finally",120,0.000647668393782383,0.121113989637306
"four+years",2,"four","years","four+years",121,0.000647668393782383,0.121761658031088
"in+with",2,"in","with","in+with",122,0.000647668393782383,0.122409326424871
"with+my",2,"with","my","with+my",123,0.000647668393782383,0.123056994818653
"to+read",2,"to","read","to+read",124,0.000647668393782383,0.123704663212435
"to+say",2,"to","say","to+say",125,0.000647668393782383,0.124352331606218
"had+to",2,"had","to","had+to",126,0.000647668393782383,0.125
"find+that",2,"find","that","find+that",127,0.000647668393782383,0.125647668393783
"of+it",2,"of","it","of+it",128,0.000647668393782383,0.126295336787565
"of+us",2,"of","us","of+us",129,0.000647668393782383,0.126943005181347
"the+world",2,"the","world","the+world",130,0.000647668393782383,0.12759067357513
"but+to",2,"but","to","but+to",131,0.000647668393782383,0.128238341968912
"a+more",2,"a","more","a+more",132,0.000647668393782383,0.128886010362695
"but+that",2,"but","that","but+that",133,0.000647668393782383,0.129533678756477
"like+a",2,"like","a","like+a",134,0.000647668393782383,0.130181347150259
"it+would",2,"it","would","it+would",135,0.000647668393782383,0.130829015544042
"new+york",2,"new","york","new+york",136,0.000647668393782383,0.131476683937824
"it's+a",2,"it's","a","it's+a",137,0.000647668393782383,0.132124352331606
"off+the",2,"off","the","off+the",138,0.000647668393782383,0.132772020725389
"for+this",2,"for","this","for+this",139,0.000647668393782383,0.133419689119171
"to+have",2,"to","have","to+have",140,0.000647668393782383,0.134067357512954
"people+who",2,"people","who","people+who",141,0.000647668393782383,0.134715025906736
"to+everyone",2,"to","everyone","to+everyone",142,0.000647668393782383,0.135362694300518
"lovin+people",2,"lovin","people","lovin+people",143,0.000647668393782383,0.136010362694301
"a+good",2,"a","good","a+good",144,0.000647668393782383,0.136658031088083
"the+band",2,"the","band","the+band",145,0.000647668393782383,0.137305699481866
"on+this",2,"on","this","on+this",146,0.000647668393782383,0.137953367875648
"as+the",2,"as","the","as+the",147,0.000647668393782383,0.13860103626943
"which+the",2,"which","the","which+the",148,0.000647668393782383,0.139248704663213
"to+a",2,"to","a","to+a",149,0.000647668393782383,0.139896373056995
"about+a",2,"about","a","about+a",150,0.000647668393782383,0.140544041450777
"will+have",2,"will","have","will+have",151,0.000647668393782383,0.14119170984456
"it+if",2,"it","if","it+if",152,0.000647668393782383,0.141839378238342
"to+be",2,"to","be","to+be",153,0.000647668393782383,0.142487046632125
"trying+to",2,"trying","to","trying+to",154,0.000647668393782383,0.143134715025907
"was+worried",2,"was","worried","was+worried",155,0.000647668393782383,0.143782383419689
"like+this",2,"like","this","like+this",156,0.000647668393782383,0.144430051813472
"and+enjoyed",2,"and","enjoyed","and+enjoyed",157,0.000647668393782383,0.145077720207254
"the+wife",2,"the","wife","the+wife",158,0.000647668393782383,0.145725388601037
"the+face",2,"the","face","the+face",159,0.000647668393782383,0.146373056994819
"the+end",2,"the","end","the+end",160,0.000647668393782383,0.147020725388601
"on+your",2,"on","your","on+your",161,0.000647668393782383,0.147668393782384
"as+it",2,"as","it","as+it",162,0.000647668393782383,0.148316062176166
"have+we",2,"have","we","have+we",163,0.000647668393782383,0.148963730569948
"at+night",2,"at","night","at+night",164,0.000647668393782383,0.149611398963731
"twinkling+lights",2,"twinkling","lights","twinkling+lights",165,0.000647668393782383,0.150259067357513
"it+like",2,"it","like","it+like",166,0.000647668393782383,0.150906735751296
"was+not",2,"was","not","was+not",167,0.000647668393782383,0.151554404145078
"and+a",2,"and","a","and+a",168,0.000647668393782383,0.15220207253886
"we+were",2,"we","were","we+were",169,0.000647668393782383,0.152849740932643
"based+on",2,"based","on","based+on",170,0.000647668393782383,0.153497409326425
"of+my",2,"of","my","of+my",171,0.000647668393782383,0.154145077720208
"one+in",2,"one","in","one+in",172,0.000647668393782383,0.15479274611399
"up+to",2,"up","to","up+to",173,0.000647668393782383,0.155440414507772
"a+big",2,"a","big","a+big",174,0.000647668393782383,0.156088082901555
"tried+a",2,"tried","a","tried+a",175,0.000647668393782383,0.156735751295337
"decided+to",2,"decided","to","decided+to",176,0.000647668393782383,0.15738341968912
"south+norwalk",2,"south","norwalk","south+norwalk",177,0.000647668393782383,0.158031088082902
"john+barricelli",2,"john","barricelli","john+barricelli",178,0.000647668393782383,0.158678756476684
"with+a",2,"with","a","with+a",179,0.000647668393782383,0.159326424870467
"the+glass",2,"the","glass","the+glass",180,0.000647668393782383,0.159974093264249
"so+i",2,"so","i","so+i",181,0.000647668393782383,0.160621761658031
"but+it's",2,"but","it's","but+it's",182,0.000647668393782383,0.161269430051814
"few+minutes",2,"few","minutes","few+minutes",183,0.000647668393782383,0.161917098445596
"the+secretaries",2,"the","secretaries","the+secretaries",184,0.000647668393782383,0.162564766839379
"my+son",2,"my","son","my+son",185,0.000647668393782383,0.163212435233161
"let+go",2,"let","go","let+go",186,0.000647668393782383,0.163860103626943
"off+your",2,"off","your","off+your",187,0.000647668393782383,0.164507772020726
"and+it",2,"and","it","and+it",188,0.000647668393782383,0.165155440414508
"but+not",2,"but","not","but+not",189,0.000647668393782383,0.165803108808291
"your+face",2,"your","face","your+face",190,0.000647668393782383,0.166450777202073
"it+dries",2,"it","dries","it+dries",191,0.000647668393782383,0.167098445595855
"like+youre",2,"like","youre","like+youre",192,0.000647668393782383,0.167746113989638
"to+rub",2,"to","rub","to+rub",193,0.000647668393782383,0.16839378238342
"the+water",2,"the","water","the+water",194,0.000647668393782383,0.169041450777202
"the+sole",2,"the","sole","the+sole",195,0.000647668393782383,0.169689119170985
"the+kick",2,"the","kick","the+kick",196,0.000647668393782383,0.170336787564767
"kick+the",2,"kick","the","kick+the",197,0.000647668393782383,0.17098445595855
"leg+is",2,"leg","is","leg+is",198,0.000647668393782383,0.171632124352332
"the+years",1,"the","years","the+years",199,0.000323834196891192,0.171955958549223
"years+thereafter",1,"years","thereafter","years+thereafter",200,0.000323834196891192,0.172279792746114
"thereafter+most",1,"thereafter","most","thereafter+most",201,0.000323834196891192,0.172603626943006
"the+oil",1,"the","oil","the+oil",202,0.000323834196891192,0.172927461139897
"oil+fields",1,"oil","fields","oil+fields",203,0.000323834196891192,0.173251295336788
"fields+and",1,"fields","and","fields+and",204,0.000323834196891192,0.173575129533679
"and+platforms",1,"and","platforms","and+platforms",205,0.000323834196891192,0.17389896373057
"platforms+were",1,"platforms","were","platforms+were",206,0.000323834196891192,0.174222797927462
"were+named",1,"were","named","were+named",207,0.000323834196891192,0.174546632124353
"named+after",1,"named","after","named+after",208,0.000323834196891192,0.174870466321244
"after+pagan",1,"after","pagan","after+pagan",209,0.000323834196891192,0.175194300518135
"pagan+gods",1,"pagan","gods","pagan+gods",210,0.000323834196891192,0.175518134715026
"chad+has",1,"chad","has","chad+has",211,0.000323834196891192,0.175841968911918
"been+awesome",1,"been","awesome","been+awesome",212,0.000323834196891192,0.176165803108809
"awesome+with",1,"awesome","with","awesome+with",213,0.000323834196891192,0.1764896373057
"kids+and",1,"kids","and","kids+and",214,0.000323834196891192,0.176813471502591
"and+holding",1,"and","holding","and+holding",215,0.000323834196891192,0.177137305699482
"holding+down",1,"holding","down","holding+down",216,0.000323834196891192,0.177461139896373
"the+fort",1,"the","fort","the+fort",217,0.000323834196891192,0.177784974093265
"fort+while",1,"fort","while","fort+while",218,0.000323834196891192,0.178108808290156
"i+work",1,"i","work","i+work",219,0.000323834196891192,0.178432642487047
"work+later",1,"work","later","work+later",220,0.000323834196891192,0.178756476683938
"later+than",1,"later","than","later+than",221,0.000323834196891192,0.179080310880829
"than+usual",1,"than","usual","than+usual",222,0.000323834196891192,0.179404145077721
"usual+the",1,"usual","the","usual+the",223,0.000323834196891192,0.179727979274612
"kids+have",1,"kids","have","kids+have",224,0.000323834196891192,0.180051813471503
"been+busy",1,"been","busy","been+busy",225,0.000323834196891192,0.180375647668394
