"","count","basis","prediction","word","rowCount","freq","cumFreq"
"in+the",19,"in","the","in+the",1,0.00731895223420647,0.00731895223420647
"of+the",11,"of","the","of+the",2,0.00423728813559322,0.0115562403697997
"on+the",8,"on","the","on+the",3,0.00308166409861325,0.0146379044684129
"i+have",7,"i","have","i+have",4,0.00269645608628659,0.0173343605546995
"with+the",6,"with","the","with+the",5,0.00231124807395994,0.0196456086286595
"i+am",6,"i","am","i+am",6,0.00231124807395994,0.0219568567026194
"in+a",6,"in","a","in+a",7,0.00231124807395994,0.0242681047765793
"and+i",6,"and","i","and+i",8,0.00231124807395994,0.0265793528505393
"i+was",6,"i","was","i+was",9,0.00231124807395994,0.0288906009244992
"on+a",5,"on","a","on+a",10,0.00192604006163328,0.0308166409861325
"how+many",5,"how","many","how+many",11,0.00192604006163328,0.0327426810477658
"and+the",4,"and","the","and+the",12,0.00154083204930663,0.0342835130970724
"it+was",4,"it","was","it+was",13,0.00154083204930663,0.035824345146379
"about+a",4,"about","a","about+a",14,0.00154083204930663,0.0373651771956857
"a+few",4,"a","few","a+few",15,0.00154083204930663,0.0389060092449923
"that+the",4,"that","the","that+the",16,0.00154083204930663,0.0404468412942989
"but+i",4,"but","i","but+i",17,0.00154083204930663,0.0419876733436055
"have+a",4,"have","a","have+a",18,0.00154083204930663,0.0435285053929122
"have+been",3,"have","been","have+been",19,0.00115562403697997,0.0446841294298921
"he+has",3,"he","has","he+has",20,0.00115562403697997,0.0458397534668721
"we+know",3,"we","know","we+know",21,0.00115562403697997,0.0469953775038521
"all+of",3,"all","of","all+of",22,0.00115562403697997,0.0481510015408321
"out+with",3,"out","with","out+with",23,0.00115562403697997,0.049306625577812
"you+can",3,"you","can","you+can",24,0.00115562403697997,0.050462249614792
"need+to",3,"need","to","need+to",25,0.00115562403697997,0.051617873651772
"they+were",3,"they","were","they+were",26,0.00115562403697997,0.0527734976887519
"able+to",3,"able","to","able+to",27,0.00115562403697997,0.0539291217257319
"four+years",3,"four","years","four+years",28,0.00115562403697997,0.0550847457627119
"with+my",3,"with","my","with+my",29,0.00115562403697997,0.0562403697996918
"as+i",3,"as","i","as+i",30,0.00115562403697997,0.0573959938366718
"that+i",3,"that","i","that+i",31,0.00115562403697997,0.0585516178736518
"to+be",3,"to","be","to+be",32,0.00115562403697997,0.0597072419106317
"with+a",3,"with","a","with+a",33,0.00115562403697997,0.0608628659476117
"if+you",3,"if","you","if+you",34,0.00115562403697997,0.0620184899845917
"many+times",3,"many","times","many+times",35,0.00115562403697997,0.0631741140215717
"times+have",3,"times","have","times+have",36,0.00115562403697997,0.0643297380585516
"too+nice",3,"too","nice","too+nice",37,0.00115562403697997,0.0654853620955316
"nice+to",3,"nice","to","nice+to",38,0.00115562403697997,0.0666409861325116
"of+a",3,"of","a","of+a",39,0.00115562403697997,0.0677966101694915
"i+decided",3,"i","decided","i+decided",40,0.00115562403697997,0.0689522342064715
"a+huge",3,"a","huge","a+huge",41,0.00115562403697997,0.0701078582434515
"it's+not",3,"it's","not","it's+not",42,0.00115562403697997,0.0712634822804314
"has+been",2,"has","been","has+been",43,0.000770416024653313,0.0720338983050847
"the+kids",2,"the","kids","the+kids",44,0.000770416024653313,0.0728043143297381
"down+the",2,"down","the","down+the",45,0.000770416024653313,0.0735747303543914
"while+i",2,"while","i","while+i",46,0.000770416024653313,0.0743451463790447
"in+his",2,"in","his","in+his",47,0.000770416024653313,0.075115562403698
"from+his",2,"from","his","from+his",48,0.000770416024653313,0.0758859784283513
"he+wanted",2,"he","wanted","he+wanted",49,0.000770416024653313,0.0766563944530047
"so+bad",2,"so","bad","so+bad",50,0.000770416024653313,0.077426810477658
"money+to",2,"money","to","money+to",51,0.000770416024653313,0.0781972265023113
"that+is",2,"that","is","that+is",52,0.000770416024653313,0.0789676425269646
"to+make",2,"to","make","to+make",53,0.000770416024653313,0.0797380585516179
"to+watch",2,"to","watch","to+watch",54,0.000770416024653313,0.0805084745762712
"he+did",2,"he","did","he+did",55,0.000770416024653313,0.0812788906009246
"a+very",2,"a","very","a+very",56,0.000770416024653313,0.0820493066255779
"out+the",2,"out","the","out+the",57,0.000770416024653313,0.0828197226502312
"around+the",2,"around","the","around+the",58,0.000770416024653313,0.0835901386748845
"how+to",2,"how","to","how+to",59,0.000770416024653313,0.0843605546995378
"in+this",2,"in","this","in+this",60,0.000770416024653313,0.0851309707241911
"the+same",2,"the","same","the+same",61,0.000770416024653313,0.0859013867488445
"refuse+to",2,"refuse","to","refuse+to",62,0.000770416024653313,0.0866718027734978
"of+it",2,"of","it","of+it",63,0.000770416024653313,0.0874422187981511
"such+a",2,"such","a","such+a",64,0.000770416024653313,0.0882126348228044
"with+no",2,"with","no","with+no",65,0.000770416024653313,0.0889830508474577
"you+do",2,"you","do","you+do",66,0.000770416024653313,0.089753466872111
"do+that",2,"do","that","do+that",67,0.000770416024653313,0.0905238828967644
"from+the",2,"from","the","from+the",68,0.000770416024653313,0.0912942989214177
"to+the",2,"to","the","to+the",69,0.000770416024653313,0.092064714946071
"the+course",2,"the","course","the+course",70,0.000770416024653313,0.0928351309707243
"course+and",2,"course","and","course+and",71,0.000770416024653313,0.0936055469953776
"and+a",2,"and","a","and+a",72,0.000770416024653313,0.0943759630200309
"detonated+in",2,"detonated","in","detonated+in",73,0.000770416024653313,0.0951463790446843
"i+finally",2,"i","finally","i+finally",74,0.000770416024653313,0.0959167950693376
"know+that",2,"know","that","know+that",75,0.000770416024653313,0.0966872110939909
"for+a",2,"for","a","for+a",76,0.000770416024653313,0.0974576271186442
"in+with",2,"in","with","in+with",77,0.000770416024653313,0.0982280431432975
"a+bit",2,"a","bit","a+bit",78,0.000770416024653313,0.0989984591679508
"opportunity+to",2,"opportunity","to","opportunity+to",79,0.000770416024653313,0.0997688751926042
"to+read",2,"to","read","to+read",80,0.000770416024653313,0.100539291217257
"time+and",2,"time","and","time+and",81,0.000770416024653313,0.101309707241911
"to+say",2,"to","say","to+say",82,0.000770416024653313,0.102080123266564
"i+had",2,"i","had","i+had",83,0.000770416024653313,0.102850539291217
"my+mom",2,"my","mom","my+mom",84,0.000770416024653313,0.103620955315871
"into+our",2,"into","our","into+our",85,0.000770416024653313,0.104391371340524
"was+on",2,"was","on","was+on",86,0.000770416024653313,0.105161787365177
"the+phone",2,"the","phone","the+phone",87,0.000770416024653313,0.105932203389831
"the+guy",2,"the","guy","the+guy",88,0.000770416024653313,0.106702619414484
"her+and",2,"her","and","her+and",89,0.000770416024653313,0.107473035439137
"up+in",2,"up","in","up+in",90,0.000770416024653313,0.108243451463791
"the+kitchen",2,"the","kitchen","the+kitchen",91,0.000770416024653313,0.109013867488444
"of+them",2,"of","them","of+them",92,0.000770416024653313,0.109784283513097
"this+and",2,"this","and","this+and",93,0.000770416024653313,0.110554699537751
"a+show",2,"a","show","a+show",94,0.000770416024653313,0.111325115562404
"is+always",2,"is","always","is+always",95,0.000770416024653313,0.112095531587057
"there+is",2,"there","is","there+is",96,0.000770416024653313,0.112865947611711
"is+a",2,"is","a","is+a",97,0.000770416024653313,0.113636363636364
"and+there",2,"and","there","and+there",98,0.000770416024653313,0.114406779661017
"there+are",2,"there","are","there+are",99,0.000770416024653313,0.115177195685671
"one+of",2,"one","of","one+of",100,0.000770416024653313,0.115947611710324
"has+the",2,"has","the","has+the",101,0.000770416024653313,0.116718027734977
"like+this",2,"like","this","like+this",102,0.000770416024653313,0.11748844375963
"waste+time",2,"waste","time","waste+time",103,0.000770416024653313,0.118258859784284
"to+stay",2,"to","stay","to+stay",104,0.000770416024653313,0.119029275808937
"trying+to",2,"trying","to","trying+to",105,0.000770416024653313,0.11979969183359
"the+south",2,"the","south","the+south",106,0.000770416024653313,0.120570107858244
"the+strikers",2,"the","strikers","the+strikers",107,0.000770416024653313,0.121340523882897
"i+also",2,"i","also","i+also",108,0.000770416024653313,0.12211093990755
"the+companyfunded",2,"the","companyfunded","the+companyfunded",109,0.000770416024653313,0.122881355932204
"do+you",2,"do","you","do+you",110,0.000770416024653313,0.123651771956857
"for+this",2,"for","this","for+this",111,0.000770416024653313,0.12442218798151
"of+your",2,"of","your","of+your",112,0.000770416024653313,0.125192604006164
"to+go",2,"to","go","to+go",113,0.000770416024653313,0.125963020030817
"at+night",2,"at","night","at+night",114,0.000770416024653313,0.12673343605547
"people+who",2,"people","who","people+who",115,0.000770416024653313,0.127503852080124
"to+everyone",2,"to","everyone","to+everyone",116,0.000770416024653313,0.128274268104777
"can+be",2,"can","be","can+be",117,0.000770416024653313,0.12904468412943
"be+a",2,"be","a","be+a",118,0.000770416024653313,0.129815100154083
"lovin+people",2,"lovin","people","lovin+people",119,0.000770416024653313,0.130585516178737
"a+good",2,"a","good","a+good",120,0.000770416024653313,0.13135593220339
"the+band",2,"the","band","the+band",121,0.000770416024653313,0.132126348228043
"on+this",2,"on","this","on+this",122,0.000770416024653313,0.132896764252697
"this+one",2,"this","one","this+one",123,0.000770416024653313,0.13366718027735
"of+people",2,"of","people","of+people",124,0.000770416024653313,0.134437596302003
"to+a",2,"to","a","to+a",125,0.000770416024653313,0.135208012326657
"was+worried",2,"was","worried","was+worried",126,0.000770416024653313,0.13597842835131
"and+enjoyed",2,"and","enjoyed","and+enjoyed",127,0.000770416024653313,0.136748844375963
"the+face",2,"the","face","the+face",128,0.000770416024653313,0.137519260400616
"as+it",2,"as","it","as+it",129,0.000770416024653313,0.13828967642527
"have+we",2,"have","we","have+we",130,0.000770416024653313,0.139060092449923
"at+the",2,"at","the","at+the",131,0.000770416024653313,0.139830508474576
"twinkling+lights",2,"twinkling","lights","twinkling+lights",132,0.000770416024653313,0.14060092449923
"was+not",2,"was","not","was+not",133,0.000770416024653313,0.141371340523883
"we+were",2,"we","were","we+were",134,0.000770416024653313,0.142141756548536
"all+the",2,"all","the","all+the",135,0.000770416024653313,0.14291217257319
"tried+a",2,"tried","a","tried+a",136,0.000770416024653313,0.143682588597843
"decided+to",2,"decided","to","decided+to",137,0.000770416024653313,0.144453004622496
"south+norwalk",2,"south","norwalk","south+norwalk",138,0.000770416024653313,0.145223420647149
"john+barricelli",2,"john","barricelli","john+barricelli",139,0.000770416024653313,0.145993836671803
"the+glass",2,"the","glass","the+glass",140,0.000770416024653313,0.146764252696456
"but+it's",2,"but","it's","but+it's",141,0.000770416024653313,0.147534668721109
"we+love",1,"we","love","we+love",142,0.000385208012326656,0.147919876733436
"love+you",1,"love","you","love+you",143,0.000385208012326656,0.148305084745763
"you+mr",1,"you","mr","you+mr",144,0.000385208012326656,0.148690292758089
"mr+brown",1,"mr","brown","mr+brown",145,0.000385208012326656,0.149075500770416
"chad+has",1,"chad","has","chad+has",146,0.000385208012326656,0.149460708782743
"been+awesome",1,"been","awesome","been+awesome",147,0.000385208012326656,0.149845916795069
"awesome+with",1,"awesome","with","awesome+with",148,0.000385208012326656,0.150231124807396
"kids+and",1,"kids","and","kids+and",149,0.000385208012326656,0.150616332819723
"and+holding",1,"and","holding","and+holding",150,0.000385208012326656,0.151001540832049
"holding+down",1,"holding","down","holding+down",151,0.000385208012326656,0.151386748844376
"the+fort",1,"the","fort","the+fort",152,0.000385208012326656,0.151771956856703
"fort+while",1,"fort","while","fort+while",153,0.000385208012326656,0.152157164869029
"i+work",1,"i","work","i+work",154,0.000385208012326656,0.152542372881356
"work+later",1,"work","later","work+later",155,0.000385208012326656,0.152927580893683
"later+than",1,"later","than","later+than",156,0.000385208012326656,0.153312788906009
"than+usual",1,"than","usual","than+usual",157,0.000385208012326656,0.153697996918336
"usual+the",1,"usual","the","usual+the",158,0.000385208012326656,0.154083204930663
"kids+have",1,"kids","have","kids+have",159,0.000385208012326656,0.154468412942989
