"","count"
"i",7672
"hung",17
"around",338
"victoria",5
"waiting",58
"for",3594
"my",2658
"friend",96
"c",39
"to",10394
"get",672
"off",342
"work",377
"squatted",1
"down",330
"by",1153
"the",18645
"side",129
"of",8820
"station",26
"rolling",18
"a",9046
"cigarette",5
"and",10772
"he",1359
"arrived",37
"dressed",14
"smartly",3
"with",2871
"an",1097
"umbrella",4
"goldtipped",1
"cigarettes",5
"thing",253
"about",1134
"is",4252
"we",1801
"were",796
"at",1798
"uni",1
"together",164
"but",2064
"never",284
"really",479
"out",1107
"very",475
"much",512
"all",1436
"in",5690
"fact",146
"probably",132
"only",493
"every",282
"saw",108
"each",254
"other",559
"or",1346
"times",136
"yet",135
"we've",34
"kept",58
"up",1019
"contact",28
"which",692
"has",838
"always",237
"been",791
"easy",99
"made",342
"me",1392
"present",50
"packet",10
"cocktail",5
"incredible",19
"things",410
"art",82
"be",2017
"honest",34
"they",1285
"come",271
"pastel",2
"shades",11
"purple",25
"green",73
"pink",48
"yellow",23
"mixed",17
"sumptuous",2
"box",51
"almost",130
"felt",122
"bad",144
"smoking",10
"them",746
"like",989
"writing",116
"on",2768
"book",243
"kicking",8
"little",456
"white",121
"persian",5
"kitten",1
"took",175
"bottle",34
"wine",31
"outside",93
"queen's",1
"house",192
"sat",36
"there",874
"awhile",14
"catching",9
"drinking",31
"checking",11
"various",43
"feats",1
"nature",36
"squirrels",1
"ducks",4
"etc",61
"then",593
"went",205
"oakwood",1
"meet",69
"b",32
"accompanied",6
"so",1640
"tube",12
"gawking",2
"least",139
"was",2799
"provincial",1
"peasant",4
"that",4438
"am",506
"huge",74
"man",185
"opposite",16
"us",500
"his",1016
"multiple",24
"stomachs",1
"spread",31
"across",95
"seat",24
"bloated",1
"tongue",6
"lolling",1
"mouth",41
"web",27
"drool",1
"vibrating",1
"time",853
"snores",1
"ah",9
"london",32
"you",2879
"some",831
"crazy",45
"folk",5
"round",27
"those",349
"parts",42
"end",198
"list",86
"she",812
"asked",112
"wiping",5
"her",1009
"lips",11
"right",329
"hand",110
"top",110
"it",3996
"i've",205
"having",195
"anxiety",8
"issues",47
"whose",43
"causes",11
"haven't",33
"able",153
"pinpoint",2
"may",308
"related",25
"wonder",47
"boy's",4
"medical",18
"problem",85
"showed",24
"over",482
"christmas",75
"holiday",28
"caused",38
"stress",27
"confusion",8
"job",111
"opening",35
"pretty",161
"talked",25
"myself",176
"applying",10
"i'm",364
"one",1209
"foot",23
"closer",23
"grave",7
"old",189
"favorite",97
"money",128
"worries",9
"came",167
"head",140
"yesterday",58
"oddly",5
"today",232
"feel",256
"lot",205
"calmer",2
"more",937
"deal",76
"oops",6
"forgot",21
"milk",33
"carton",1
"new",530
"greeting",6
"cards",43
"inside",84
"imagine",42
"since",227
"im",284
"not",1631
"math",12
"person",137
"have",2191
"ask",86
"how",586
"where",380
"when",993
"austin",17
"born",37
"again",265
"kind",136
"connection",21
"between",173
"covers",9
"this",2614
"sunny",7
"childrens",13
"lies",26
"lightbulblink",1
"mother",85
"daughter",43
"truly",43
"meant",34
"arranged",5
"from",1446
"another",250
"place",235
"power",100
"author",46
"laurie",5
"stephens",1
"brings",19
"forth",22
"story",185
"heart",114
"adoption",9
"no",602
"isnt",71
"even",508
"word",101
"rejoining",1
"souls",12
"food",156
"your",969
"soul",43
"its",714
"based",58
"true",80
"morning",118
"while",354
"had",1071
"hour",63
"half",92
"steady",10
"thinking",90
"due",59
"traffic",22
"started",147
"ponder",2
"want",360
"do",886
"remembered",21
"what",1033
"salinger",1
"says",95
"catcher",1
"rye",2
"goddamn",1
"ends",25
"making",145
"blue",65
"as",2303
"hell",44
"realized",39
"truer",3
"statement",27
"could",460
"written",48
"any",401
"simpler",3
"than",519
"aspirationsto",1
"writer",34
"record",45
"album",44
"buy",74
"cup",47
"coffee",40
"requires",19
"cant",113
"think",497
"too",392
"does",186
"make",451
"hello",32
"mr",77
"whitcombe",1
"we're",49
"lots",68
"fun",158
"ellie",3
"ran",48
"through",367
"snow",32
"nose",18
"got",325
"beard",7
"hair",60
"going",393
"build",33
"snowman",1
"help",176
"crinkle",1
"ribbon",16
"worth",62
"penny",6
"just",964
"see",449
"him",503
"race",46
"yard",20
"pushing",9
"gnashing",1
"fangs",1
"against",129
"until",200
"finally",92
"gave",85
"sigh",8
"gnarf",4
"ppppfffffffftttttt",1
