"","count"
"otherwise",26
"little",457
"man",175
"as",2140
"i",7872
"call",97
"him",509
"has",937
"been",745
"gaining",6
"over",538
"an",1081
"ounce",5
"a",8985
"day",509
"since",238
"he's",57
"home",293
"he",1441
"got",298
"stellar",6
"review",43
"from",1407
"the",18341
"doctor",40
"at",1731
"his",1142
"week",231
"appointment",13
"on",2695
"monday",39
"she",885
"doesn't",76
"see",471
"any",371
"need",287
"to",10593
"until",212
"month",94
"visit",58
"so",1721
"far",148
"court",49
"doesnt",94
"problem",90
"with",2984
"pension",4
"reform",6
"initiative",8
"measure",18
"l",16
"according",44
"ruling",12
"issued",8
"may",330
"okay",47
"let",184
"me",1393
"amend",2
"that",4711
"george",24
"galloway",1
"analysis",13
"saw",100
"david",32
"byrne",2
"other",529
"heroes",8
"instead",96
"of",8503
"winnetou",1
"and",10866
"old",213
"shatterhand",1
"big",216
"point",188
"came",166
"when",1062
"jumped",4
"stage",35
"begun",13
"dance",26
"backwards",8
"audience",27
"this",2598
"was",2853
"chance",61
"for",3679
"touch",45
"sweatened",1
"shirt",15
"what",1113
"feeling",108
"guy",68
"who",881
"went",217
"concert",10
"known",58
"taper",1
"in",5972
"my",2801
"hometown",3
"every",272
"fair",38
"sold",30
"tapes",4
"which",701
"were",733
"mostly",33
"taped",5
"by",1209
"asked",121
"if",1092
"recorder",3
"present",59
"said",382
"not",1704
"important",93
"have",2266
"all",1508
"songs",22
"official",20
"records",19
"thats",123
"enough",175
"began",57
"hate",46
"why",247
"girlfriend",11
"split",8
"such",204
"ignorant",6
"lazy",8
"idiot",4
"photo",62
"archives",3
"realise",14
"should",293
"probably",127
"post",172
"entry",16
"about",1113
"elder",3
"scrolls",3
"v",10
"skyrim",2
"people",580
"dont",249
"think",487
"missed",21
"it",4089
"but",2093
"theres",54
"quite",141
"few",312
"months",105
"release",30
"feels",38
"really",535
"away",210
"example",59
"your",997
"success",56
"criteria",8
"be",2088
"software",14
"produces",2
"specific",32
"results",26
"no",718
"defects",2
"or",1420
"small",142
"number",72
"low",36
"severity",3
"is",4188
"reusable",2
"maintainable",1
"well",513
"documented",2
"easy",97
"use",255
"etc",62
"defining",6
"up",1020
"front",80
"you",2987
"can",990
"objectively",1
"evaluate",4
"whether",75
"project",86
"met",63
"solicit",1
"help",183
"team",86
"members",55
"managers",3
"product",38
"testers",1
"automation",1
"engineers",3
"developers",7
"documentation",3
"specialists",1
"getting",179
"perspective",21
"will",1131
"better",240
"more",922
"measurable",1
"get",717
"much",503
"buyin",1
"while",372
"typically",12
"branded",2
"liberal",8
"am",556
"actually",169
"fiscal",6
"conservative",11
"favor",11
"lowering",2
"taxes",18
"government",93
"expenditures",2
"minimal",11
"level",76
"consistent",6
"fulfilling",3
"its",684
"legal",25
"moral",19
"duties",12
"defense",13
"also",529
"against",141
"wasteful",1
"spending",26
"corruption",11
"pork",12
"might",207
"imagined",14
"disputes",1
"tend",21
"started",181
"comes",107
"matter",97
"state",91
"can't",119
"believe",131
"it's",437
"years",339
"five",71
"we",1878
"flew",9
"guatemala",3
"our",822
"princesa",1
"first",538
"time",924
"william",28
"moves",12
"into",633
"cell",16
"senator",7
"james",37
"moran",4
"jail",8
"embezzlement",1
"says",101
"innocent",14
"somebody",17
"named",34
"harkins",1
"supposedly",11
"fault",12
"landing",5
"prison",12
"smuggled",1
"yakydock",1
"warns",3
"find",268
"some",916
"money",104
"ever",205
"wants",50
"obtain",5
"rare",13
"goods",12
"part",187
"sentence",10
"assigned",3
"duty",9
"shoveling",2
"coal",6
"life",407
"drawing",24
"illustrators",4
"only",518
"understand",92
"visual",18
"anatomy",4
"human",76
"behavioural",2
"actions",25
"are",1947
"recorded",17
"through",344
"image",46
"understanding",31
"how",699
"person",145
"acts",17
"likely",58
"stay",85
"them",855
"most",395
"successful",32
"engage",8
"empathy",1
"being",377
"child",76
"themselves",75
"therefore",42
"writing",122
"they",1371
"would",852
"received",48
"publisher",12
"sterling",2
