"","count"
"so",1666
"wrong",76
"but",1227
"feels",23
"rightgahh",1
"i",7082
"hate",191
"that",2352
"feeling",89
"miss",213
"playing",104
"softball",5
"marketing",35
"plan",53
"blah",17
"you",5469
"know",794
"we",1381
"will",1008
"d",252
"it's",823
"friday",153
"weekend",227
"is",3497
"here",367
"what",1106
"are",1551
"your",1754
"plans",55
"good",1017
"job",125
"today",714
"boo",31
"how'd",3
"it",2945
"go",794
"there",599
"should",370
"be",1946
"a",6052
"dunkin",6
"donuts",10
"at",1868
"forest",6
"hills",7
"want",462
"strawberry",3
"coolata",1
"lifechanger",1
"i've",228
"got",557
"and",4402
"yes",289
"one",852
"mini",6
"for",3865
"my",2877
"desk",14
"rt",900
"fire",56
"schmitz",2
"hall",26
"seattle",38
"on",2808
"scene",17
"wuwpd",1
"please",295
"avoid",13
"the",9237
"area",38
"eh",10
"just",1521
"that'll",4
"do",1066
"trick",14
"seriously",60
"milwaukee",31
"clean",33
"airport",17
"did",393
"briere",1
"has",455
"scored",7
"career",19
"points",19
"in",3743
"playoffs",29
"games",70
"clutch",2
"great",711
"stat",4
"must",128
"have",1656
"baby",117
"steps",14
"ok",165
"fine",52
"game",284
"days",170
"to",7922
"i'm",1280
"stuck",22
"stinkapore",1
"happens",40
"birthday",155
"falls",13
"same",185
"week",291
"need",525
"die",43
"five",31
"minutes",65
"if",1058
"god",172
"or",678
"some",603
"shit",186
"like",1228
"exists",4
"might",127
"come",403
"lateim",1
"not",1269
"sure",252
"cuz",51
"im",303
"always",276
"late",90
"had",433
"last",374
"night",360
"now",778
"right",441
"girl",156
"he",571
"was",1190
"elyce",1
"carolyn",2
"onopa",1
"bebe",1
"lol",684
"that's",334
"class",107
"use",176
"crack",15
"think",502
"talent",30
"easy",46
"part",92
"hard",143
"with",1747
"hospital",15
"beds",2
"available",47
"kodak",1
"assignment",4
"coming",171
"an",666
"end",119
"soon",201
"thank",394
"very",251
"nice",232
"of",3710
"hears",1
"strange",13
"tonal",1
"thing",219
"emitting",1
"from",854
"emmys",1
"approve",3
"though",150
"cat",31
"mean",129
"mugging",1
"his",348
"cake",23
"quite",49
"funny",99
"sounds",96
"more",654
"nyt",3
"criticizing",1
"genre",7
"than",333
"avengers",19
"being",232
"said",177
"twitter",307
"allows",7
"all",1190
"critique",2
"can",904
"barely",10
"contain",4
"excitement",10
"already",133
"monday",84
"put",130
"little",170
"spice",4
"life",320
"spicy",4
"margaritas",9
"tgifryday",1
"free",225
"small",50
"waffle",1
"fry",2
"purchase",13
"any",265
"entree",1
"regular",14
"drink",78
"spectacular",6
"meeting",89
"we've",26
"strong",38
"growing",14
"group",53
"sex",35
"workers",10
"activists",3
"ready",165
"take",287
"this",1707
"year",277
"ooh",7
"love",1102
"trips",4
"exciting",27
"especially",33
"around",139
"never",331
"where",296
"going",519
"up",1123
"particularly",5
"me",2025
"glad",140
"you're",373
"digging",5
"see",709
"i'll",305
"add",53
"list",65
"nope",22
"qt",4
"uh",19
"beer",76
"different",60
"when",811
"drank",5
"few",105
"weeks",91
"ago",81
"thanks",851
"as",709
"supplying",1
"hopefully",46
"bagpipers",1
"saturday",90
"meant",33
"wake",30
"call",166
"most",175
"people",503
"who",535
"ruin",11
"others'",1
"social",72
"opportunitiess",1
"oblivious",1
"hence",5
"directness",1
"ha",95
"making",95
"pleasure",24
"yet",146
"suppose",10
"teams",30
"tourny",1
"hi",94
"website",36
"would",497
"inteview",1
"public",50
"radio",48
"los",15
"angeles",10
