"","count"
"child",32
"please",320
"i",7119
"been",437
"more",601
"place",99
"than",308
"u",746
"wud",1
"eva",5
"see",628
"i'm",1187
"only",381
"yeah",209
"it",2942
"hurt",36
"pretty",182
"bad",209
"tood",1
"are",1619
"you",5375
"kidding",24
"d",252
"just",1425
"ruined",2
"taco",11
"bell",10
"for",3841
"me",1887
"bell's",1
"hopslam",1
"stop",203
"one",811
"world",187
"wide",10
"apparel",2
"why",368
"do",1049
"scare",5
"people",481
"off",393
"oh",297
"no",780
"wish",167
"thou",8
"had",436
"a",6043
"really",480
"good",997
"night",382
"if",1046
"follow",500
"we're",174
"building",31
"startup",7
"to",7927
"compete",4
"against",39
"youtube",30
"and",4356
"you'll",74
"know",759
"the",9211
"launch",21
"details",26
"soon",206
"cool",167
"story",89
"bro",68
"that",2321
"is",3646
"fancy",6
"job",114
"title",20
"best",376
"of",3519
"year",297
"so",1691
"far",95
"thanks",931
"someone",216
"special",77
"heading",50
"out",1155
"lrsv",1
"will",958
"be",1892
"checking",16
"in",3747
"throughout",8
"day",916
"at",1853
"we",1315
"arent",5
"following",130
"tweet",208
"us",506
"back",569
"mine",48
"exactly",35
"two",159
"going",553
"eighteen",1
"pizza",48
"den",3
"yummy",17
"indeed",22
"this",1679
"was",1162
"rt",880
"talking",90
"with",1734
"about",945
"from",795
"when",820
"your",1662
"brother",50
"were",256
"younger",10
"guys",210
"close",63
"what",1118
"article",39
"deerfield",1
"review",22
"seeing",79
"manning",13
"wearing",33
"another",176
"team's",3
"uniform",4
"weird",53
"sight",6
"everytime",11
"take",267
"sip",2
"coffee",81
"let",198
"get",1080
"cold",44
"imagine",27
"'s",95
"look",232
"disgust",2
"may",185
"have",1652
"teared",3
"up",1122
"little",198
"turning",11
"her",374
"gj",1
"keys",7
"villaraigosa",1
"says",105
"he's",145
"not",1205
"running",57
"governor",3
"news",123
"heard",89
"all",1189
"np",10
"next",330
"jb",7
"sad",76
"think",552
"pulled",11
"muscle",3
"tweeting",71
"getting",281
"musical",8
"education",39
"on",2862
"fergie",1
"aso",1
"eboard",1
"elections",3
"tomorrow",299
"interested",55
"position",22
"email",105
"by",611
"tonight",425
"eatlocalweek",1
"holiday",45
"fair",37
"event",89
"s",60
"blackstarcoop",1
"week",290
"miserable",2
"apartmentso",1
"did",414
"apartment",11
"wanted",77
"don't",694
"like",1221
"fuck",108
"forever",39
"loney",1
"crew",21
"infamous",2
"aas",2
"love",1032
"elvio",1
"fourth",6
"baseball",41
"game",315
"season",91
"our",633
"team",161
"improving",7
"lost",74
"league",21
"saturday",80
"tired",66
"saying",71
"lie",24
"shit",159
"annoying",27
"gksummerishere",1
"cant",97
"refuse",13
"forgiven",2
"son",39
"god",180
"forgive",13
"my",2948
"sins",2
"it's",885
"too",600
"much",452
"trouble",27
"that'd",4
"great",729
"you're",367
"doll",9
"alison",3
"hahahaha",18
"hey",280
"haha",282
"lil",34
"ain't",50
"barbie",3
"work",401
"arby's",2
"found",72
"joint",6
"produced",5
"blogspot",1
"they",693
"could",257
"least",87
"gimme",6
"credit",24
"mario",7
"andretti",1
"opens",9
"new",723
"firestone",1
"complete",27
"auto",10
"care",86
"store",46
"henderson",7
"nv",3
"pr",16
"newswire",1
"press",24
"release",26
"thank",403
"making",136
"an",678
"investment",6
"arts",15
"helps",20
"support",108
"jobs",27
"business",96
"quality",22
"life",307
"md",5
"congrats",118
"mos",7
"since",121
"heart",82
"attackbpcholesteroletc",1
"now",808
"ideal",5
"range",8
"pounds",12
"target",15
"weight",19
"purposes",2
"action",36
"nothing",143
"useful",11
"narrowness",1
"thought",154
"combined",3
"energy",30
"henri",2
"frederic",1
"amiel",1
"wen",8
"sky",12
"falling",21
"i'll",302
"standing",22
"right",457
"huge",63
"public",38
"storage",4
"manager",14
"nice",216
"meet",90
"takes",55
"pride",5
"mistakeit",1
"wife",40
"mode",4
"deletes",1
"messages",12
"before",178
"can",831
"send",93
"them",428
"keep",216
"yourself",85
"dude",68
"adam",14
"dunn",3
"hit",126
"his",311
"th",214
"hr",17
"nd",57
"rbi's",1
"big",278
"deal",57
"yep",38
"re",21
"daily",35
"sketch",6
"cubs",10
"joke",24
"ya",128
"some",640
"fun",244
"exploring",4
"minecraft",3
"made",204
"dinner",71
"progress",12
"current",14
"side",46
"project",50
"watched",42
"ep",10
"justified",1
"feeling",80
"productive",15
"reminder",14
"first",299
"followers",97
"autograph",1
"favor",16
"want",450
"justin",50
"bieber",25
"idle",3
"businesses",17
"involved",21
"edition",9
"both",112
"highly",11
"recommended",6
"red",73
"or",629
"white",70
"swamps",1
"mountains",4
"where",255
"its",344
"go",760
"austin",58
"letting",22
"doesn't",163
